time_s,steps,total_picard,max_picard,max_scaled_nonlinear_residual,max_residual_ratio,max_linear_backward_error,cumulative_heat_balance,cumulative_water_balance,min_T,max_T,min_C,max_C
0,0,0,0,0,0,0,0,0,28,28,2.5499999999999998,2.5499999999999998
1,65536,131072,2,1.5225569285277637e-15,0.00042888927564141096,2.5016467501530834e-16,-1.3256259138844901e-09,1.1256004035679113e-17,27.999999999998632,28.000186516372711,2.5179781966859753,2.5500000000017597
2,131072,262144,2,1.6220937231388405e-15,0.00045692780933465814,2.5056709782754198e-16,-3.0629089139818378e-09,1.3844068803419788e-17,27.999999999998632,28.000525120983308,2.504667314820773,2.5500000000017597
3,147456,294912,2,1.6220937231388405e-15,0.00045692780933465814,2.506869681286536e-16,-3.6524433450235483e-09,8.3723032145870433e-18,27.999999999998845,28.00096117998844,2.4945321559717337,2.5500000000010723
4,163840,327680,2,1.6220937231388405e-15,0.00045692780933465814,2.5094111386842502e-16,-4.4216172739239677e-09,8.0547137554667489e-18,27.999999999998845,28.001475228084928,2.4860318680049831,2.5500000000010723
5,180224,360448,2,1.6220937231388405e-15,0.00045692780933465814,2.5116823276392453e-16,-5.1138690172500137e-09,8.4310333026307015e-18,27.999999999998845,28.002056026696664,2.4785738529632022,2.5500000000010723
6,196608,393216,2,1.6220937231388405e-15,0.00045692780933465814,2.5137325203231877e-16,-5.8136378339583924e-09,7.5773686363597522e-18,27.999999999998845,28.002695998709711,2.4718551531504964,2.5500000000010723
7,212992,425984,2,1.6220937231388405e-15,0.00045692780933465814,2.5156174777070321e-16,-6.5373682869085731e-09,9.7890766045263931e-18,27.999999999998845,28.003389585668135,2.4656961353600906,2.5500000000010723
8,229376,458752,2,1.6220937231388405e-15,0.00045692780933465814,2.5173436679172898e-16,-7.340001017168578e-09,1.5645069719657242e-17,27.999999999998845,28.004132483947021,2.4599799060457626,2.5500000000010723
9,233472,471040,3,1.6220937231388405e-15,0.00045692780933465814,2.5173436679172898e-16,-7.3139344118564892e-09,1.6625608902072501e-17,27.999999999999567,28.004921237491665,2.4546253724255602,2.5500000000006491
10,237568,483328,3,1.6220937231388405e-15,0.00045692780933465814,2.5173436679172898e-16,-7.3047583140459551e-09,1.6778689949608046e-17,27.999999999999567,28.005752981583804,2.4495734767277773,2.5500000000006491
11,241664,495616,3,1.6220937231388405e-15,0.00045692780933465814,2.5173436679172898e-16,-7.2853448581431658e-09,1.7953219020369294e-17,27.999999999999741,28.006625300347118,2.4447796893858396,2.5500000000006491
12,245760,507904,3,1.6220937231388405e-15,0.00045692780933465814,2.5173436679172898e-16,-7.2662967443709075e-09,1.9237772933754281e-17,27.999999999999741,28.007536118065261,2.4402094305885438,2.5500000000006491
13,249856,520192,3,1.6220937231388405e-15,0.00045692780933465814,2.5174788909282385e-16,-7.2516598874825795e-09,1.9926396370227104e-17,27.999999999999741,28.00848362630289,2.4358352109967281,2.5500000000006491
14,253952,532480,3,1.6220937231388405e-15,0.00045692780933465814,2.5186983091007773e-16,-7.240221520591754e-09,2.1406897505853992e-17,27.999999999999741,28.009466231178099,2.4316347494144854,2.5500000000006491
15,258048,544768,3,1.6220937231388405e-15,0.00045692780933465814,2.5200107422542591e-16,-7.2235434970546778e-09,2.2558102742597667e-17,27.999999999999741,28.010482514140893,2.4275896879957664,2.5500000000006491
16,262144,557056,3,1.6220937231388405e-15,0.00045692780933465814,2.5212259256927818e-16,-7.2163636907615846e-09,2.4012661477962149e-17,27.999999999999741,28.011531202108021,2.4236846883137648,2.5500000000006491
17,266240,569344,3,1.6220937231388405e-15,0.00045692780933465814,2.5223386103648311e-16,-7.2220645930328628e-09,2.5067289592869603e-17,27.999999999999741,28.012611144268298,2.4199067787701636,2.5500000000006491
18,270336,581632,3,1.6220937231388405e-15,0.00045692780933465814,2.5234443206677215e-16,-7.2099700108679283e-09,2.7934526056155e-17,27.999999999999741,28.013721293754298,2.4162448728667418,2.5500000000006491
19,274432,593920,3,1.6220937231388405e-15,0.00045692780933465814,2.5246243104819895e-16,-7.1784734419956166e-09,2.9750498207195312e-17,27.999999999999741,28.014860692943486,2.4126894066507094,2.5500000000006491
20,278528,606208,3,1.6220937231388405e-15,0.00045692780933465814,2.5257377951913331e-16,-7.146180518059029e-09,3.2133709991590855e-17,27.999999999999741,28.01602846151232,2.409232061166521,2.5500000000006491
21,282624,618496,3,1.6220937231388405e-15,0.00045692780933465814,2.5267623598729643e-16,-7.1093275498721455e-09,3.3675900081106079e-17,27.999999999999748,28.017223786615176,2.4058655467542716,2.5500000000006491
22,286720,630784,3,1.6220937231388405e-15,0.00045692780933465814,2.5278229693955497e-16,-7.0649571327484257e-09,3.5791769185325409e-17,27.999999999999776,28.018445914724612,2.4025834331410163,2.5500000000006491
23,290816,643072,3,1.6220937231388405e-15,0.00045692780933465814,2.528810437347097e-16,-7.0221592482358316e-09,3.8715222330995661e-17,27.999999999999776,28.019694144788769,2.3993800139755388,2.5500000000006491
24,294912,655360,3,1.6220937231388405e-15,0.00045692780933465814,2.5297005578185137e-16,-6.9841585657773725e-09,4.1315717093131608e-17,27.999999999999776,28.020967822444401,2.3962501976393882,2.5500000000006491
25,299008,667648,3,1.6220937231388405e-15,0.00045692780933465814,2.5307913846705854e-16,-6.9456552358448957e-09,4.3443153365021083e-17,27.999999999999776,28.022266335085131,2.3931894183601377,2.5500000000006491
