time_s,steps,iterations,max_scaled_residual,max_ratio,max_linear_backward_error,cum_water_balance,cum_outward_water_per_rhod_2piL
0,0,0,0,0,0,0,0
1,1025,3075,1.123938552665201e-15,0.00031660240920146484,1.9591223282091966e-16,-2.1345667125569373e-20,4.0141024111797023e-08
2,2049,6147,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,5.3033935341407243e-20,7.9998385888979865e-08
3,2305,6915,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,-7.777092665617039e-20,1.1967233878550693e-07
4,2561,7683,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,-6.8387053745244994e-20,1.5919864907035812e-07
5,2817,8451,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,-5.4675475267018727e-20,1.9859798489880766e-07
6,3073,9219,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,-1.65896758714221e-20,2.3788428976572658e-07
7,3329,9987,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,-1.0188202659056646e-19,2.7706779870475511e-07
8,3585,10755,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,-6.5316481763265728e-20,3.1615644093013746e-07
9,3649,11011,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,1.3324077965457559e-19,3.5515659514933519e-07
10,3713,11267,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,2.5561201831929226e-19,3.9407353745343828e-07
11,3777,11523,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,4.4799406627169551e-19,4.3291172692090792e-07
12,3841,11779,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,6.2551250579713342e-19,4.7167499693532957e-07
13,3905,12035,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,5.1816493500791111e-19,5.1036668913560298e-07
14,3969,12291,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,7.0706755111118663e-19,5.4898975034062989e-07
15,4033,12547,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,8.0566634275416527e-19,5.8754680465708702e-07
16,4097,12803,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,1.0900633416615079e-18,6.2604020839022953e-07
17,4161,13059,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,1.2054264993815222e-18,6.6447209269847717e-07
18,4225,13315,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,1.4130532792281246e-18,7.0284439730051646e-07
19,4289,13571,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,1.6145790850692656e-18,7.4115889751303883e-07
20,4353,13800,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,1.7777559705318357e-18,7.7941722622587512e-07
21,4417,13992,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,1.8612676081873065e-18,8.1762089197197855e-07
22,4481,14184,1.1623060342269541e-15,0.00032741015048646567,1.9639891762761508e-16,1.8353057174817172e-18,8.5577129394177673e-07
