x,y,worst_lower,worst_upper,normal_lower,no_signal_upper,worst_theta,safe_margin,calls,interval_splits,angle_bound_complete,angle_samples_per_interval
900.0,600.0,49.95046793837069,1500.0,49.95046793837069,48.17411787098353,5.45879709959879,-77.55792660172847,117.0,0.0,0.0,12
920.0,600.0,58.30897979651783,1500.0,48.79966647508088,58.30898019651784,5.441871084007035,-94.22626345888125,117.0,0.0,0.0,12
900.0,620.0,56.01877616617163,1500.0,49.40654156677917,56.01877656617164,5.443104733648838,-88.82256390263319,117.0,0.0,0.0,12
880.0,620.0,50.54344661865311,1500.0,50.54344661865311,45.87669096461578,5.459477391940259,-72.44325966576662,117.0,0.0,0.0,12
880.0,600.0,51.12592047053206,1500.0,51.12592047053206,38.03938733870889,5.475191582580677,-61.0047383123449,117.0,0.0,0.0,12
885.0,605.0,50.68141853314276,1500.0,50.68141853314276,42.49358952594332,5.46716629505218,-67.95689751825262,117.0,0.0,0.0,12
895.0,615.0,51.48285711020511,1500.0,49.82195071941835,51.48285751020511,5.451121839550708,-81.8658398470393,117.0,0.0,0.0,12
887.5,607.5,50.46290181495751,1500.0,50.46290181495751,44.7307203034613,5.463154222675796,-71.43356073747918,117.0,0.0,0.0,12
907.5,587.5,49.87429104933056,1500.0,49.87429104933056,47.27923706675296,5.46258451161415,-76.92451687863195,117.0,0.0,0.0,12
921.25,571.25,49.54610724655205,1500.0,49.54610724655205,48.36554337244713,5.464257117108714,-79.78781479517761,117.0,0.0,0.0,12
933.75,563.75,52.06373012386942,1500.0,49.02722438176274,52.06373052386942,5.459655053720735,-86.50376671586719,117.0,0.0,0.0,12
899.0625,596.5625,50.10424915944392,1500.0,50.10424915944392,46.39264944361062,5.462327653196306,-74.86745887127267,117.0,0.0,0.0,12
922.1875,574.6875,50.0625874467307,1500.0,49.38644280049413,50.0625878467307,5.460579907124291,-82.40488457276183,117.0,0.0,0.0,12
916.40625,580.15625,49.56596679569648,1500.0,49.56596679569648,49.10294341867895,5.46102922777391,-80.43753818115374,117.0,0.0,0.0,12
937.65625,551.40625,49.82426859156862,1500.0,49.17505377644503,49.82426899156862,5.466761319069816,-83.51012683725321,117.0,0.0,0.0,12
928.2421875,563.5546875,49.36336986108601,1500.0,49.36336986108601,49.20826246554169,5.464659144960101,-81.69764268735412,117.0,0.0,0.0,12
933.0859375,554.6484375,49.34990264889834,1500.0,49.34990264889834,48.60585208362421,5.468010914282399,-81.23846455864373,117.0,0.0,0.0,12
941.42578125,541.89453125,49.25212589003775,1500.0,49.25212589003775,48.57508061536321,5.471698398140928,-81.96068979489701,117.0,0.0,0.0,12
948.41796875,534.19921875,49.6153203196929,1500.0,49.07481050830854,49.6153207196929,5.47221673214016,-84.20521313025961,117.0,0.0,0.0,12
928.0419921875,561.9873046875,49.42413251484128,1500.0,49.42413251484128,48.56433702169465,5.466164243517183,-80.71075859030611,117.0,0.0,0.0,12
941.6259765625,543.4619140625,49.19096106705344,1500.0,49.18836304873776,49.19096146705345,5.470141706124712,-82.9198277491173,117.0,0.0,0.0,12
954.8095703125,521.8017578125,49.09786080912663,1500.0,49.09786080912663,48.93115313832938,5.477572143473621,-83.74711787308752,117.0,0.0,0.0,12
968.09326171875,500.92529296875,49.33570426146915,1500.0,48.99875380856572,49.33570466146916,5.484654239346165,-85.61672696900405,117.0,0.0,0.0,12
955.009765625,523.369140625,49.52031600838831,1500.0,49.03082915631008,49.52031640838831,5.475960369594356,-84.67811224212392,117.0,0.0,0.0,12
944.82177734375,537.26318359375,49.19564180465353,1500.0,49.19564180465353,48.78444175908209,5.472740924977143,-82.59498704669136,117.0,0.0,0.0,12
951.61376953125,528.00048828125,49.25725226462261,1500.0,49.08497584229042,49.25725266462262,5.47487157833418,-83.95375474992943,117.0,0.0,0.0,12
946.519775390625,534.947509765625,49.16768430659662,1500.0,49.16768430659662,48.89592019418244,5.473267827143607,-82.92341763633067,117.0,0.0,0.0,12
959.703369140625,513.287353515625,49.08794855193737,1500.0,49.08794855193737,48.78930421602159,5.48089169407553,-83.98038404639829,117.0,0.0,0.0,12
968.7420654296875,498.2000732421875,49.05836380888528,1500.0,49.05836380888528,48.8657133491073,5.486635400391762,-84.9380189669555,117.0,0.0,0.0,12
977.0318603515625,485.0543212890625,49.28592228103141,1500.0,49.01754043798428,49.28592268103142,5.491462072935948,-86.37460107375136,117.0,0.0,0.0,12
954.1477966308594,522.4742126464844,49.11621557692317,1500.0,49.11621557692317,48.80571942739859,5.477565749897802,-83.49133834387862,117.0,0.0,0.0,12
969.4038391113281,497.5276184082031,49.04050286756151,1500.0,49.04050286756151,49.00406926504937,5.486653509377686,-85.21739894028156,117.0,0.0,0.0,12
983.3363342285156,473.9259338378906,49.38384589755028,1500.0,49.0400123045047,49.38384629755028,5.496397424093355,-87.12096051214894,117.0,0.0,0.0,12
961.9412612915039,509.8328018188477,49.06908882170378,1500.0,49.06908882170378,48.87592952151808,5.482027646763798,-84.32306373538336,117.0,0.0,0.0,12
976.2046432495117,485.894889831543,49.10504726433871,1500.0,49.03951348434438,49.10504766433871,5.491431263251227,-86.01040059099114,117.0,0.0,0.0,12
965.5071067810059,503.8483238220215,49.05808384360878,1500.0,49.05808384360878,48.89130416928806,5.484315355017492,-84.67803507145322,117.0,0.0,0.0,12
966.1688804626465,503.1758689880371,49.04009409136127,1500.0,49.04009409136127,49.02671166405289,5.48433040093153,-84.95200802682325,117.0,0.0,0.0,12
964.882287979126,505.6637668609619,49.11451000646583,1500.0,49.03170641300747,49.11451040646583,5.483190117884002,-84.96984840608229,117.0,0.0,0.0,12
970.0656127929688,496.8551635742188,49.1427709665036,1500.0,49.02264641991655,49.1427713665036,5.486671664261632,-85.49752703785475,117.0,0.0,0.0,12
966.6467332839966,502.1000337600708,49.04896279686296,1500.0,49.04896279686296,48.95059408446806,5.4848996290977,-84.87694432412718,117.0,0.0,0.0,12
968.925986289978,498.6034536361694,49.07633600045878,1500.0,49.0312424162904,49.07633640045879,5.486077757878325,-85.28669255891532,117.0,0.0,0.0,12
967.216546535492,501.2258887290955,49.04446717734677,1500.0,49.04446717734677,48.98113599692847,5.485192958901984,-84.97789058389503,117.0,0.0,0.0,12
968.3561730384827,499.4775986671448,49.0440078445734,1500.0,49.0356067784783,49.0440082445734,5.485782020062199,-85.18276498274054,117.0,0.0,0.0,12
968.071266412735,499.9146711826324,49.03780545815772,1500.0,49.03780545815772,49.02806697093964,5.485634453570784,-85.13117373576142,117.0,0.0,0.0,12
964.8363077640533,505.5629217624664,49.06127342292356,1500.0,49.03836590440032,49.06127382292357,5.483327911046343,-84.88216316402963,117.0,0.0,0.0,12
968.2619562745094,499.536444246769,49.03953506641739,1500.0,49.03953506641739,49.01363464268312,5.485814686946788,-85.12621909937775,117.0,0.0,0.0,12
