x,y,worst_lower,worst_upper,normal_lower,no_signal_upper,worst_theta,safe_margin,calls,interval_splits,angle_bound_complete
920.0,575.0,49.50699663721118,49.5087756275962,49.50699663721118,49.06670756666203,5.462208850269486,-80.71816517609045,539.0,101.0,1.0
925.0,565.0,49.51362856632392,49.51529170353014,49.51362856632392,48.06957534542038,5.46626293745999,-79.68746168332154,539.0,101.0,1.0
930.0,560.0,49.36804733603192,49.36968088862885,49.36804733603192,48.87051211708052,5.466141227778921,-81.35292569590547,539.0,101.0,1.0
935.0,550.0,49.38227268307453,49.38385128677173,49.38227268307453,48.0087992969562,5.470336318200016,-80.50794179667764,543.0,102.0,1.0
940.0,540.0,49.40321119324072,49.4049313318291,49.40321119324072,47.23480838611076,5.474643548050337,-79.77806731767396,543.0,102.0,1.0
940.0,545.0,49.2380976272151,49.23964594847829,49.2380976272151,48.87557669035407,5.470247924754733,-82.28764535155483,547.0,103.0,1.0
945.0,530.0,49.43121933002712,49.43268316306116,49.43121933002712,46.54642725094799,5.479067308235096,-79.16353581599924,535.0,100.0,1.0
945.0,535.0,49.26045482727395,49.2619547636682,49.26045482727395,48.14427013184039,5.474592558508272,-81.62831400403525,547.0,103.0,1.0
950.0,520.0,49.46668021806683,49.46808405416896,49.46668021806683,45.94166231362193,5.483612212234135,-78.66454442958684,527.0,98.0,1.0
950.0,525.0,49.28998937264513,49.29181272417637,49.28998937264513,47.49757107463783,5.479055804156992,-81.08421134979585,531.0,99.0,1.0
950.0,530.0,49.1178247668257,49.11928501832188,49.1178247668257,49.07451122230506,5.474540646902117,-83.52154784763366,543.0,102.0,1.0
955.0,510.0,49.51000616768633,49.51135366045771,49.51000616768633,45.41863001339169,5.488283109663289,-78.28125356239343,511.0,94.0,1.0
955.0,515.0,49.32709406679894,49.32846597428841,49.32709406679894,46.93354148108542,5.483642400886437,-80.65551143942639,523.0,97.0,1.0
955.0,520.0,49.14890974686219,49.15031067572517,49.14890974686219,48.46901836255267,5.479044089179076,-83.04764762439254,531.0,99.0,1.0
960.0,505.0,49.37219192673371,49.37352886170211,49.37219192673371,46.45034940026494,5.488357332714692,-80.34235165479231,515.0,95.0,1.0
960.0,510.0,49.1876853302203,49.18968286190248,49.1876853302203,47.94527427760438,5.483673150685902,-82.68899938963477,511.0,94.0,1.0
960.0,515.0,49.46054263535337,49.46054303535337,49.00798161920873,49.46054303535337,5.479032157448182,-85.05361250937767,387.0,63.0,1.0
965.0,495.0,49.42573912346766,49.42772308548992,49.42573912346766,46.04626158853696,5.493205843666488,-80.14483248942383,511.0,94.0,1.0
965.0,500.0,49.23458562803004,49.23656658365341,49.23458562803004,47.5014968149994,5.488432954855917,-82.44571770316838,515.0,95.0,1.0
965.0,505.0,49.04845589250893,49.05043386527532,49.04845589250893,48.97664684919326,5.483704477425165,-84.76476915239505,515.0,95.0,1.0
970.0,485.0,49.48822826822295,49.49019519653464,49.48822826822295,45.71963679915302,5.498193454010467,-80.06301738750585,511.0,94.0,1.0
970.0,490.0,49.29007911403107,49.29204312962583,49.29007911403107,47.13599912493926,5.493328894943313,-82.3178803607218,511.0,94.0,1.0
970.0,495.0,49.09719000184848,49.0991511228827,49.09719000184848,48.57186979323102,5.488510016021309,-84.59110579464345,511.0,94.0,1.0
975.0,480.0,49.35467206441054,49.35661876271742,49.35467206441054,46.84718325409245,5.498366651034613,-82.30552826968596,515.0,95.0,1.0
975.0,485.0,49.15466518562123,49.15660908717742,49.15466518562123,48.24456983896415,5.493454321436669,-84.53267776653274,515.0,95.0,1.0
980.0,470.0,49.42891241373163,49.43084140260442,49.42891241373163,46.63353430381488,5.503552208268018,-82.40866538370005,523.0,97.0,1.0
980.0,475.0,49.22140191223875,49.22332821281363,49.22140191223875,47.99319089243177,5.498543239804268,-84.58950369162449,519.0,96.0,1.0
980.0,480.0,49.37178650136034,49.37178690136034,49.01950117041211,49.37178690136034,5.493582192584686,-86.78896945928113,395.0,65.0,1.0
985.0,460.0,49.51339408623647,49.51530495680119,49.51339408623647,46.49361509360747,5.508891876350626,-82.62725869632573,535.0,100.0,1.0
985.0,465.0,49.29796392259057,49.29987222524301,49.29796392259057,47.81625720974471,5.503782934298756,-84.76156545696381,535.0,100.0,1.0
985.0,470.0,49.15748209760648,49.15748249760649,49.0884228621689,49.15748249760649,5.498723320924944,-86.91468226027973,447.0,78.0,1.0
990.0,455.0,49.38496277604452,49.38689628048533,49.38496277604452,47.71236829126919,5.509179905619479,-85.04880824193401,535.0,100.0,1.0
990.0,460.0,49.16735310079186,49.16924055081592,49.16735310079186,49.01692017527643,5.504018291041286,-87.15536556996449,543.0,102.0,1.0
995.0,445.0,49.4830629739243,49.48493401816557,49.4830629739243,47.6801942057203,5.514741013950709,-85.45114060552714,543.0,102.0,1.0
995.0,450.0,49.25692180746317,49.25879055085443,49.25692180746317,48.9487349676869,5.509473802407901,-87.51094305398215,547.0,103.0,1.0
1000.0,440.0,49.35781403046774,49.35966362684825,49.35781403046774,48.95163030494168,5.515096928705225,-87.98130206210817,559.0,106.0,1.0
1005.0,430.0,49.47077603750018,49.47260602334494,49.47077603750018,49.02437390242703,5.520895142576336,-88.56629380638014,575.0,110.0,1.0
