r_m,T_C,T0_C
0,10.301613703249316,33.575344821417033
1.5625000000000001e-06,10.301613707295742,33.575344840609176
3.1250000000000001e-06,10.301613719435025,33.575344898185492
4.6875000000000004e-06,10.301613739667154,33.575344994146008
6.2500000000000003e-06,10.30161376799208,33.575345128490561
7.8125000000000002e-06,10.301613804409868,33.57534530121935
9.3750000000000009e-06,10.301613848920477,33.575345512332454
1.09375e-05,10.301613901523988,33.57534576182961
1.2500000000000001e-05,10.301613962220278,33.575346049710909
1.4062500000000001e-05,10.301614031009445,33.575346375976551
1.5625e-05,10.30161410789151,33.575346740626166
1.7187500000000001e-05,10.301614192866403,33.575347143660053
1.8750000000000002e-05,10.301614285934209,33.575347585078205
2.0312500000000002e-05,10.301614387094848,33.575348064880487
2.1875e-05,10.301614496348433,33.575348583066905
2.34375e-05,10.301614613694928,33.575349139637488
2.5000000000000001e-05,10.301614739134257,33.575349734592237
2.6562500000000002e-05,10.301614872666548,33.575350367931101
2.8125000000000003e-05,10.301615014291752,33.5753510396544
2.96875e-05,10.30161516400989,33.575351749761609
3.1250000000000001e-05,10.301615321820996,33.575352498253181
3.2812500000000005e-05,10.301615487725062,33.575353285128934
3.4375000000000002e-05,10.30161566172206,33.575354110388943
3.5937499999999999e-05,10.301615843812112,33.57535497403299
3.7500000000000003e-05,10.301616033995073,33.575355876061195
3.9062500000000001e-05,10.301616232271128,33.575356816473672
4.0625000000000005e-05,10.301616438640174,33.575357795270364
4.2187500000000002e-05,10.301616653102348,33.57535881245105
4.375e-05,10.301616875657475,33.575359868016115
4.5312500000000004e-05,10.301617106305747,33.575360961965266
4.6875000000000001e-05,10.301617345047056,33.575362094298796
4.8437500000000005e-05,10.301617591881547,33.575363265016342
5.0000000000000002e-05,10.301617846809107,33.575364474118139
5.15625e-05,10.30161810982991,33.575365721604072
5.3125000000000004e-05,10.301618380943799,33.575367007474192
5.4687500000000001e-05,10.301618660150924,33.575368331728697
5.6250000000000005e-05,10.301618947451226,33.575369694367161
5.7812500000000003e-05,10.301619242844799,33.575371095389947
5.9375e-05,10.301619546331624,33.575372534796855
6.0937500000000004e-05,10.301619857911748,33.575374012587986
6.2500000000000001e-05,10.301620177585159,33.575375528763388
6.4062500000000005e-05,10.301620505351899,33.575377083323012
6.5625000000000009e-05,10.301620841212056,33.575378676266659
6.71875e-05,10.301621185165512,33.575380307594578
6.8750000000000004e-05,10.301621537212423,33.575381977306712
7.0312500000000008e-05,10.301621897352712,33.57538368540321
7.1874999999999999e-05,10.301622265586559,33.575385431883767
7.3437500000000003e-05,10.301622641913795,33.575387216748446
7.5000000000000007e-05,10.301623026334614,33.575389039997475
7.6562499999999998e-05,10.301623418848955,33.575390901630726
7.8125000000000002e-05,10.301623819456919,33.575392801647979
7.9687500000000006e-05,10.301624228158468,33.575394740049632
