w,x_global,y_global,J,P_finish,P_onsite,F,probability_residual,distance_K1
0,1459.22154345624,467.722048423549,12.287975315263,1.00000000000003,0.0,0.61439876576315,2.97539770599542e-14,267.40708100916
0.05,1459.22154345624,467.722048423549,12.287975315263,1.00000000000003,0.0,0.5836788274749924,2.97539770599542e-14,267.40708100916
0.1,1459.22154345624,467.722048423549,12.287975315263,1.00000000000003,0.0,0.5529588891868349,2.97539770599542e-14,267.40708100916
0.2,1459.22154345624,467.722048423549,12.287975315263,1.00000000000003,0.0,0.49151901261052,2.97539770599542e-14,267.40708100916
0.35,1459.22154345624,467.722048423549,12.287975315263,1.00000000000003,0.0,0.39935919774604745,2.97539770599542e-14,267.40708100916
0.5,1459.22154345624,467.722048423549,12.287975315263,1.00000000000003,0.0,0.307199382881575,2.97539770599542e-14,267.40708100916
0.65,1459.22154345624,467.722048423549,12.287975315263,1.00000000000003,0.0,0.2150395680171025,2.97539770599542e-14,267.40708100916
0.8,1459.22154345624,467.722048423549,12.287975315263,1.00000000000003,0.0,0.12287975315262996,2.97539770599542e-14,267.40708100916
0.9,1459.22154345624,467.722048423549,12.287975315263,1.00000000000003,0.0,0.06143987657631498,2.97539770599542e-14,267.40708100916
0.95,1459.22154345624,467.722048423549,12.287975315263,1.00000000000003,0.0,0.030719938288157528,2.97539770599542e-14,267.40708100916
1,1459.22154345624,467.722048423549,12.287975315263,1.00000000000003,0.0,0.0,2.97539770599542e-14,267.40708100916
