theta,pdf,radius_upper,radius_lower,center_x,center_y
3.66651221993487,1.88560000956886e-06,0.021565857393418,0.0215658573934176,5.01803985922327,0.0767809781178086
3.66659083715867,1.69973559633451e-05,0.0648549862530875,0.0648549862530871,5.05549525762264,0.055732985792695
3.66666945438247,4.72903898728041e-05,0.108356900559262,0.108356900559261,5.09275171062379,0.0345689490743659
3.66674807160627,9.28384431469898e-05,0.152075207366159,0.152075207366159,5.12980616502881,0.0132869629777846
3.67111139473625,0.00472218403128115,2.18537998516974,2.18537998516974,7.18102083527504,0.0380831527441914
3.67975942377243,0.0211235755464394,6.16166524460103,6.16166524460102,11.1578249135488,0.10749852613726
3.6884074528086,0.0464611386620497,10.025236432874,10.025236432874,15.0210457076995,0.174931295931202
3.69705548184477,0.0799999568095175,13.7806938438505,13.7806938438505,18.7760345960841,0.240474870782689
3.70141880497476,0.0998177952381213,15.6360300853084,15.6360300853084,20.6311210295158,0.272855524925697
3.70149742219856,0.100176860441857,15.6692220046478,15.6692220046478,20.6643084091389,0.273434812791814
3.70157603942236,0.100521339704747,15.7024056011535,15.7024056011535,20.6974874648876,0.274013955364164
3.70165465664615,0.100851158825903,15.7355808783517,15.7355808783517,20.7306582003032,0.274592952704562
3.8924672150042,0.448252131957751,12.2657918599187,12.2657918599187,149.07298356454,0.209227068619992
4.27401371449649,0.507208729027208,9.24264639005633,9.24264639005631,296.932233859273,0.133577807712618
4.65556021398878,0.559210525735896,8.38221649815772,8.38221649815772,397.976525282131,0.081880494559659
5.03710671348107,0.771386325051043,11.5590833392537,11.5590833392537,494.902854556923,-0.134060880005891
5.23224328635721,1.02624384707763,14.5546207497323,14.5546207497323,552.768421184137,0.0246850603012421
5.24096993261718,1.02951214418157,14.2463965534894,14.2463965534893,555.362922507724,0.464903231624809
5.24969657887715,1.02040176311246,13.9341580789846,13.9341580789846,557.974027170484,0.90874533762692
5.25842322513712,0.998582326034809,13.6178385181844,13.6178385181844,560.60228276922,1.3562948087478
5.28305090545501,0.899431793025096,12.702763797547,12.7027637975469,568.11696128071,2.6400780394452
5.32357961983082,0.716303584660362,11.1259033198997,11.1259033198996,580.826138068154,4.82389544744357
5.36410833420662,0.506517218918962,9.47706280443674,9.47706280443668,594.018606590105,7.10483393572499
5.40463704858243,0.263033301450796,7.82333267911641,7.82333267911636,607.768161580735,9.4938739696058
5.42926472890032,0.0970022608188199,6.19002120590695,6.19002120590689,615.736738122379,10.7477247426149
5.43799137516029,0.0500816107584635,4.45350435472407,4.45350435472402,617.472990493634,10.7780311404869
5.44671802142026,0.018247460978566,2.69175516311659,2.69175516311659,619.234471362306,10.8087779034194
5.45544466768024,0.00205235178800376,0.903945366251266,0.903945366251209,621.02200886708,10.8399794866268
