x,y,J,P_finish,P_onsite,P_H,P_N,P_normal,P_finish_N,P_finish_normal,probability_residual,mec_gap,angle_calls,root_count,depth_capped,distance_K1,x_global,y_global,level,scan
333.432734161611,5.7328279917971,129.018384151293,0.0632627485031548,0.026296310032679,0.00531481983834137,0.0,0.994685195057153,0.0,0.0579479286648135,1.489549461553e-08,1.90425453183707e-12,2070.0,6.0,0.0,0.0,1485.89480424136,171.681141757228,5,64
-1500.0,-1600.0,328.485059837279,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,0.0,12.0,0.0,0.0,2196.52987162122,700.961894323342,-2135.6406460551,2,6
-1500.0,-1500.0,328.485059837279,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,0.0,12.0,0.0,0.0,2124.79667952743,650.961894323342,-2049.03810567666,2,6
-1500.0,-1400.0,328.485059837279,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,0.0,12.0,0.0,0.0,2055.42656928853,600.961894323342,-1962.43556529821,2,6
-1500.0,-1300.0,328.485059837279,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,0.0,12.0,0.0,0.0,1988.66684845493,550.961894323342,-1875.83302491977,2,6
-1500.0,-1200.0,328.485059837279,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,0.0,12.0,0.0,0.0,1924.78915379064,500.961894323342,-1789.23048454133,2,6
-1500.0,-1100.0,328.485059837279,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,0.0,12.0,0.0,0.0,1864.08978833009,450.961894323342,-1702.62794416288,2,6
-1500.0,-1000.0,328.485059837279,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,0.0,12.0,0.0,0.0,1806.88909215894,400.961894323342,-1616.02540378444,2,6
-1500.0,-900.0,328.485059837279,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,0.0,12.0,0.0,0.0,1753.52948186491,350.961894323342,-1529.42286340599,2,6
-1500.0,-800.0,328.485059837279,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,0.0,12.0,0.0,0.0,1704.37175996783,300.961894323342,-1442.82032302755,2,6
-1500.0,-700.0,328.485059837279,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,0.0,12.0,0.0,0.0,1659.78930849138,250.961894323342,-1356.21778264911,2,6
-1500.0,-600.0,328.485059837279,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,0.0,12.0,0.0,0.0,1620.15986896007,200.961894323342,-1269.61524227066,2,6
-1500.0,-500.0,328.485059837279,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,0.0,12.0,0.0,0.0,1585.85480211625,150.961894323342,-1183.01270189222,2,6
-1500.0,-400.0,328.485059837279,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,0.0,12.0,0.0,0.0,1557.22602913052,100.961894323342,-1096.41016151378,2,6
-1500.0,-300.0,328.485059837279,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,0.0,12.0,0.0,0.0,1534.59126747419,50.9618943233419,-1009.80762113533,2,6
-1500.0,-200.0,328.485059837279,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,0.0,12.0,0.0,0.0,1518.21863070326,0.961894323341926,-923.205080756888,2,6
-1500.0,-100.0,328.485059837279,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,0.0,12.0,0.0,0.0,1508.31205757327,-49.0381056766581,-836.602540378444,2,6
