time_s,mean_T,mean_C,steps,iterations,cumulative_heat_per_2piL,cumulative_water_per_rhod_2piL,heat_balance_per_2piL,water_balance_per_rhod_2piL
0,27.999999999999922,2.5499999999999954,0,0,0,0,0,0
1,28.000003262410075,2.5497991833985729,2049,6147,0.0021740425229284104,4.0163320283722523e-08,-8.0095170342627622e-11,-2.0799958142450955e-19
2,28.000012989949003,2.5495996940251402,4097,12291,0.0086534461386269385,8.0061194970403144e-08,-2.8630021314444437e-10,-4.4587583605311907e-19
3,28.000029124650798,2.5494010627392574,4609,13827,0.01939674640929152,1.1978745214607172e-07,-2.4281506336775591e-10,-4.5230405046372472e-19
4,28.000051623566858,2.5492031222140423,5121,15363,0.034373239204384412,1.5937555718914968e-07,-3.6963615142275762e-10,-4.7258547218306219e-19
5,28.000080450842312,2.549005775756878,5633,16899,0.053557302829832759,1.9884484862261939e-07,-4.5429748126284492e-10,-4.2850968315575403e-19
6,28.00011557506561,2.5488089581338604,6145,18435,0.076926498841976249,2.3820837322583009e-07,-7.5623954144397971e-10,-4.5379746043620385e-19
7,28.00015696795522,2.5486126214593097,6657,19971,0.10446063109680041,2.7747570813561333e-07,-1.0460270851435556e-09,-4.6600138592577859e-19
8,28.000204603591218,2.5484167286340442,7169,21507,0.13614119508099981,3.1665427318929176e-07,-1.1245508094028098e-09,-4.3496478093626765e-19
9,28.000258457917294,2.5482212498123094,7297,21891,0.17195102191009962,3.5575003753513611e-07,-1.0800100115949735e-09,-3.6151817357676549e-19
10,28.000318508399019,2.5480261603055525,7425,22275,0.21187403252588735,3.9476793888797473e-07,-1.0753651754299771e-09,-3.9193458697731773e-19
11,28.000384733773014,2.5478314392474912,7553,22659,0.25589505888910252,4.3371215049881103e-07,-1.2436494118565163e-09,-3.5176354280565735e-19
12,28.000457113861149,2.5476370686987884,7681,23043,0.3039997095580188,4.725862602395792e-07,-1.4540445266524863e-09,-3.5008281519852616e-19
13,28.000535629423499,2.5474430330203739,7809,23427,0.35617426535896168,5.1139339592242476e-07,-1.6094505426163383e-09,-2.7985275134972474e-19
14,28.000620262042883,2.5472493184200924,7937,23811,0.4124055965177425,5.5013631597895849e-07,-1.7144248699156379e-09,-2.1285515423841569e-19
