x,y,J,J_lower,P_H,P_N,P_A,P_loc,E_radius_loss,safe_margin,angle_calls,x_global,y_global,C1
-1500,-1600,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,-1600,174.113332130275
-1500,-1500,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,-1500,174.113332130275
-1500,-1400,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,-1400,174.113332130275
-1500,-1300,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,-1300,174.113332130275
-1500,-1200,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,-1200,174.113332130275
-1500,-1100,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,-1100,174.113332130275
-1500,-1000,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,-1000,174.113332130275
-1500,-900,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,-900,174.113332130275
-1500,-800,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,-800,174.113332130275
-1500,-700,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,-700,174.113332130275
-1500,-600,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,-600,174.113332130275
-1500,-500,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,-500,174.113332130275
-1500,-400,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,-400,174.113332130275
-1500,-300,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,-300,174.113332130275
-1500,-200,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,-200,174.113332130275
-1500,-100,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,-100,174.113332130275
-1500,0,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,0,174.113332130275
-1500,100,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,100,174.113332130275
-1500,200,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,200,174.113332130275
-1500,300,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,300,174.113332130275
-1500,400,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,400,174.113332130275
-1500,500,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,500,174.113332130275
-1500,600,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,600,174.113332130275
-1500,700,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,700,174.113332130275
-1500,800,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,800,174.113332130275
-1500,900,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,900,174.113332130275
-1500,1000,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,1000,174.113332130275
-1500,1100,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,1100,174.113332130275
-1500,1200,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,1200,174.113332130275
-1500,1300,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,1300,174.113332130275
-1500,1400,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,1400,174.113332130275
-1500,1500,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,1500,174.113332130275
-1500,1600,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,200,1600,174.113332130275
-1400,-1600,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,-1600,174.113332130275
-1400,-1500,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,-1500,174.113332130275
-1400,-1400,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,-1400,174.113332130275
-1400,-1300,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,-1300,174.113332130275
-1400,-1200,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,-1200,174.113332130275
-1400,-1100,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,-1100,174.113332130275
-1400,-1000,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,-1000,174.113332130275
-1400,-900,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,-900,174.113332130275
-1400,-800,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,-800,174.113332130275
-1400,-700,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,-700,174.113332130275
-1400,-600,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,-600,174.113332130275
-1400,-500,7092.06649198495,7092.06649198495,0,0.999866566315273,0.000129502476978472,0,47.5102858211098,0,108,300,-500,174.113332130275
-1400,-400,7057.75792270769,7057.75792270769,0,0.994031031636256,0.0059334230308446,0,47.3467043138172,0,108,300,-400,174.113332130275
-1400,-300,7003.21595325615,7003.21595325615,0,0.978226677152789,0.0218313394172365,0,47.1423358022728,0,108,300,-300,174.113332130275
-1400,-200,6995.85085281521,6995.85085281521,0,0.957380152827228,0.0426039732296646,0,47.1407776902214,0,108,300,-200,174.113332130275
-1400,-100,7049.29018328554,7049.29018328554,0,0.940238246011166,0.0597583825686675,0,47.3529149223416,0,108,300,-100,174.113332130275
-1400,0,7091.92803660876,7091.92803660876,0,0.933650730896196,0.0663492708025206,0,47.5117278482791,0,228,300,0,174.113332130275
-1400,100,7049.29018328553,7049.29018328553,0,0.940238246011166,0.0597583825686668,0,47.3529149223416,0,108,300,100,174.113332130275
-1400,200,6995.8508528152,6995.8508528152,0,0.957380152827228,0.0426039732296641,0,47.1407776902213,0,108,300,200,174.113332130275
-1400,300,7003.21595325615,7003.21595325615,0,0.978226677152789,0.0218313394172362,0,47.1423358022728,0,108,300,300,174.113332130275
-1400,400,7057.75792270769,7057.75792270769,0,0.994031031636256,0.00593342303084438,0,47.3467043138172,0,108,300,400,174.113332130275
-1400,500,7092.06649198495,7092.06649198495,0,0.999866566315273,0.000129502476978457,0,47.5102858211098,0,108,300,500,174.113332130275
-1400,600,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,600,174.113332130275
-1400,700,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,700,174.113332130275
-1400,800,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,800,174.113332130275
-1400,900,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,900,174.113332130275
-1400,1000,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,1000,174.113332130275
-1400,1100,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,1100,174.113332130275
-1400,1200,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,1200,174.113332130275
-1400,1300,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,1300,174.113332130275
-1400,1400,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,1400,174.113332130275
-1400,1500,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,1500,174.113332130275
-1400,1600,7093.00434635886,7093.00434635886,0,0.999999999999998,0,0,47.5160331487238,0,12,300,1600,174.113332130275
