time_s,steps,iterations,max_scaled_residual,max_ratio,max_linear_backward_error,cum_water_balance,cum_outward_water_per_rhod_2piL
0,0,0,0,0,0,0,0
1,2049,6147,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,6.9159940936576426e-21,4.0141024149553166e-08
2,4097,12291,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,8.8296523685507771e-20,7.9998385915355399e-08
3,4609,13827,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,7.4542578050282303e-20,1.1967233878448335e-07
4,5121,15363,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,1.2829930122599897e-19,1.5919864905967505e-07
5,5633,16899,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,1.3274497050346814e-19,1.9859798488398821e-07
6,6145,18435,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,2.1767762690312265e-19,2.3788428974899508e-07
7,6657,19971,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,2.8921635510446832e-19,2.7706779868714975e-07
8,7169,21507,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,3.2432465326169496e-19,3.1615644091218878e-07
9,7297,21891,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,7.0998832908528564e-20,3.5515659506251881e-07
10,7425,22275,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-1.0157771944478784e-19,3.9407353731807464e-07
11,7553,22659,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-2.4304240629754806e-19,4.3291172675054927e-07
12,7681,23043,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-4.0776601610801573e-19,4.7167499673933229e-07
13,7809,23427,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-3.9050870208468677e-19,5.103666889206113e-07
14,7937,23811,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-4.8990944533153557e-19,5.4898975011147201e-07
15,8065,24195,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-5.4041476708855063e-19,5.8754680441734101e-07
16,8193,24579,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-5.5579484641047878e-19,6.2604020814259151e-07
17,8321,24963,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-6.0211530635222323e-19,6.64472092445005e-07
18,8449,25347,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-6.4648780765019357e-19,7.028443970428014e-07
19,8577,25731,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-6.6650924908794505e-19,7.4115889725232336e-07
20,8705,26115,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-7.7656821452753961e-19,7.7941722596313694e-07
21,8833,26499,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-8.313769434213618e-19,8.1762089170799311e-07
22,8961,26883,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-9.091382799523054e-19,8.5577129367716173e-07
23,9089,27267,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-9.9723058534615348e-19,8.9386973431110867e-07
24,9217,27651,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-1.1861547598441437e-18,9.3191742995174341e-07
25,9345,28035,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-1.2225016963451831e-18,9.6991551992095742e-07
26,9473,28419,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-1.2887868841539309e-18,1.007865074313002e-06
27,9601,28803,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-1.3988325630049363e-18,1.0457671007259425e-06
28,9729,29187,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-1.4910603578712432e-18,1.083622550110957e-06
29,9857,29571,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-1.6664452401029654e-18,1.1214323218828161e-06
30,9985,29955,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-1.7798575440470617e-18,1.1591972684073446e-06
31,10113,30339,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-1.8543533266160108e-18,1.196918198960254e-06
32,10241,30723,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-1.8778546651919846e-18,1.2345958832348172e-06
33,10273,30851,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-1.235197988169683e-18,1.2722310545145467e-06
34,10305,30979,1.357291395474117e-15,0.00038233560435890589,2.0965921016557286e-16,-6.2160140683728804e-19,1.3098244122988804e-06
