time_s,steps,iterations,max_scaled_residual,max_ratio,max_linear_backward_error,cum_water_balance,cum_outward_water_per_rhod_2piL
0,0,0,0,0,0,0,0
1,2049,6147,1.4798650056008874e-15,0.0004168633818594044,2.0060088898655925e-16,1.0871185334443794e-19,4.0141119060267033e-08
2,4097,12291,1.4798650056008874e-15,0.0004168633818594044,2.0092869872762892e-16,2.729471584060351e-19,7.9998519284271605e-08
3,4609,13827,1.4798650056008874e-15,0.0004168633818594044,2.0092869872762892e-16,2.7374949775081739e-19,1.1967250132062498e-07
4,5121,15363,1.4798650056008874e-15,0.0004168633818594044,2.1045181327613941e-16,3.3062935765150165e-19,1.5919883595634986e-07
5,5633,16899,1.4798650056008874e-15,0.0004168633818594044,2.1045181327613941e-16,3.7570510464180986e-19,1.9859819307086227e-07
6,6145,18435,1.4798650056008874e-15,0.0004168633818594044,2.1045181327613941e-16,4.171924645866806e-19,2.3788451704604027e-07
7,6657,19971,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,4.8281713575160769e-19,2.7706804344311928e-07
8,7169,21507,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,5.3883035593958073e-19,3.1615670182030767e-07
9,7297,21891,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,5.3376258221798632e-19,3.551568710552439e-07
10,7425,22275,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,5.4735615821195307e-19,3.94073827502019e-07
11,7553,22659,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,6.2433255204037213e-19,4.3291203036377956e-07
12,7681,23043,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,6.3625630887153574e-19,4.7167531312202721e-07
13,7809,23427,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,6.4955447798924449e-19,5.103670174941422e-07
14,7937,23811,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,6.7676592840767173e-19,5.4899009036303155e-07
15,8065,24195,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,6.9494772016310527e-19,5.8754715588835973e-07
16,8193,24579,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,6.9135212113670212e-19,6.2604057041982184e-07
17,8321,24963,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,7.3484377847988006e-19,6.6447246515353194e-07
18,8449,25347,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,7.591072088939566e-19,7.0284477984047192e-07
19,8577,25731,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,7.8847972036146691e-19,7.4115928982524918e-07
20,8705,26115,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,8.1407904746481659e-19,7.7941762802201386e-07
21,8833,26499,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,8.2055974907022814e-19,8.1762130298506289e-07
22,8961,26883,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,8.4996782930407823e-19,8.5577171392366954e-07
23,9089,27267,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,8.297342160392069e-19,8.9387016329516388e-07
24,9217,27651,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,8.3638169793562446e-19,9.3191786745650421e-07
25,9345,28035,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,8.7039670889230035e-19,9.6991596574307323e-07
26,9473,28419,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,8.8470564101976062e-19,1.0078655282612802e-06
27,9601,28803,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,8.9418766408024426e-19,1.0457675626201804e-06
28,9729,29187,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,8.8581173659510887e-19,1.0836230197809397e-06
29,9857,29571,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,9.1802457949097314e-19,1.1214327991674273e-06
30,9985,29955,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,9.1743598878635338e-19,1.1591977531537867e-06
31,10113,30339,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,9.2688802654963197e-19,1.1969186910233587e-06
32,10241,30723,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,9.659359145458102e-19,1.234596382476437e-06
33,10273,30851,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,1.0675897943836769e-18,1.2722315608030086e-06
34,10305,30979,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,1.0815368866919335e-18,1.3098249255084949e-06
35,10337,31107,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,1.2166429844772103e-18,1.3473771449772339e-06
36,10369,31235,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,1.2758248621732355e-18,1.3848888586608353e-06
37,10401,31363,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,1.3649479897066895e-18,1.4223606791037394e-06
38,10433,31491,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,1.4255344200828297e-18,1.4597931937756801e-06
39,10465,31619,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,1.5617960891838431e-18,1.4971869667340898e-06
40,10497,31747,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,1.5371655456741579e-18,1.5345425401362167e-06
41,10529,31875,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,1.6492193605585006e-18,1.5718604356179826e-06
42,10561,32003,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,1.6425028607797232e-18,1.6091411555543069e-06
43,10593,32131,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,1.6707035158131873e-18,1.646385184213691e-06
44,10625,32259,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,1.7170099136845183e-18,1.6835929888181972e-06
45,10657,32387,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,1.7203740572357715e-18,1.7207650205185555e-06
46,10689,32515,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,1.8681105825892736e-18,1.7579017152929568e-06
47,10721,32643,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,1.9490344890959489e-18,1.7950034947770254e-06
48,10753,32771,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,2.0749239337010067e-18,1.8320707670316102e-06
49,10785,32899,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,2.1582580377175083e-18,1.8691039272542562e-06
50,10817,33027,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,2.2982428467556229e-18,1.9061033584395597e-06
51,10849,33155,1.4798650056008874e-15,0.0004168633818594044,2.111128045336673e-16,2.4014669221912684e-18,1.9430694319930316e-06
