x,y,J,J_lower,P_H,P_N,P_A,P_loc,E_radius_loss,safe_margin,angle_calls,x_global,y_global,C1,level
-800.0,0.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3300.0,-9.79717439317883e-14,19081.0601720756,2
-700.0,-800.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3200.0,800.0,19081.0601720756,2
-700.0,-700.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3200.0,700.0,19081.0601720756,2
-700.0,-600.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3200.0,600.0,19081.0601720756,2
-700.0,-500.0,503499.850605263,503499.850605262,0.0,0.999747113201149,0.000252444520115941,0.0,400.288824016026,0.0,108.0,3200.0,500.0,19081.0601720756,2
-700.0,-400.0,502294.744816441,502294.74481644,0.0,0.99734357747071,0.00263212937836732,0.0,399.390847405793,0.0,132.0,3200.0,400.0,19081.0601720756,2
-700.0,-300.0,500492.168365605,500492.168365605,0.0,0.993722524878038,0.00629083865142014,0.0,398.103344680283,0.0,156.0,3200.0,300.0,19081.0601720756,2
-700.0,-200.0,498684.540859742,498684.540859742,0.0,0.990062405741614,0.00990365464975505,0.0,396.850124006148,0.0,108.0,3200.0,200.0,19081.0601720756,2
-700.0,-100.0,497456.79184974,497456.79184974,0.0,0.987556029179487,0.0124800627641177,0.0,396.024144136228,0.0,180.0,3200.0,99.9999999999999,19081.0601720756,2
-700.0,0.0,496971.720394412,496971.720394411,0.0,0.986565557269391,0.0134078865319251,0.0,395.694711624547,0.0,108.0,3200.0,-8.57252759403147e-14,19081.0601720756,2
-700.0,100.0,497456.79184974,497456.79184974,0.0,0.987556029179487,0.0124800627641175,0.0,396.024144136228,0.0,180.0,3200.0,-100.0,19081.0601720756,2
-700.0,200.0,498684.540859742,498684.540859742,0.0,0.990062405741613,0.00990365464975491,0.0,396.850124006148,0.0,108.0,3200.0,-200.0,19081.0601720756,2
-700.0,300.0,500492.168365605,500492.168365605,0.0,0.993722524878038,0.00629083865142004,0.0,398.103344680283,0.0,156.0,3200.0,-300.0,19081.0601720756,2
-700.0,400.0,502294.744816441,502294.74481644,0.0,0.99734357747071,0.00263212937836729,0.0,399.390847405793,0.0,132.0,3200.0,-400.0,19081.0601720756,2
-700.0,500.0,503499.850605263,503499.850605262,0.0,0.999747113201149,0.000252444520115934,0.0,400.288824016026,0.0,108.0,3200.0,-500.0,19081.0601720756,2
-700.0,600.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3200.0,-600.0,19081.0601720756,2
-700.0,700.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3200.0,-700.0,19081.0601720756,2
-700.0,800.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3200.0,-800.0,19081.0601720756,2
-600.0,-1100.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3100.0,1100.0,19081.0601720756,2
-600.0,-1000.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3100.0,1000.0,19081.0601720756,2
-600.0,-900.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3100.0,900.0,19081.0601720756,2
-600.0,-800.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3100.0,800.0,19081.0601720756,2
-600.0,-700.0,503209.44391856,503209.44391856,0.0,0.99916901270481,0.000829249436034155,0.0,400.069116893325,0.0,108.0,3100.0,700.0,19081.0601720756,2
-600.0,-600.0,500250.531012375,500250.531012374,0.0,0.993235611356158,0.00678548571338653,0.0,397.930738037594,0.0,108.0,3100.0,600.0,19081.0601720756,2
-600.0,-500.0,495460.857328513,495460.857328513,0.0,0.983488134939699,0.0165581675660131,0.0,394.648564078357,0.0,108.0,3100.0,500.0,19081.0601720756,2
-600.0,-400.0,489941.307909884,489941.307909884,0.0,0.97203116412687,0.0279386088988648,0.0,391.040841655821,0.0,108.0,3100.0,400.0,19081.0601720756,2
-600.0,-300.0,484759.678858593,484759.678858592,0.0,0.960975306563911,0.0389782165751148,0.0,387.840302458656,0.0,108.0,3100.0,300.0,19081.0601720756,2
-600.0,-200.0,480696.130932758,480696.130932757,0.0,0.951987528644058,0.0480709813505182,0.0,385.499746132911,0.0,108.0,3100.0,200.0,19081.0601720756,2
-600.0,-100.0,478029.188050821,478029.18805082,0.0,0.945918418716848,0.0540198305568987,0.0,384.030059318505,0.0,108.0,3100.0,99.9999999999999,19081.0601720756,2
-600.0,0.0,477152.037982914,477152.037982914,0.0,0.943885067848658,0.0560860218003219,0.0,383.565542652525,0.0,108.0,3100.0,-7.34788079488412e-14,19081.0601720756,2
-600.0,100.0,478029.188050821,478029.18805082,0.0,0.945918418716848,0.054019830556898,0.0,384.030059318505,0.0,108.0,3100.0,-100.0,19081.0601720756,2
-600.0,200.0,480696.130932758,480696.130932757,0.0,0.951987528644059,0.0480709813505177,0.0,385.499746132911,0.0,108.0,3100.0,-200.0,19081.0601720756,2
-600.0,300.0,484759.678858593,484759.678858592,0.0,0.960975306563911,0.0389782165751142,0.0,387.840302458655,0.0,108.0,3100.0,-300.0,19081.0601720756,2
-600.0,400.0,489941.307909884,489941.307909883,0.0,0.97203116412687,0.0279386088988642,0.0,391.040841655821,0.0,108.0,3100.0,-400.0,19081.0601720756,2
-600.0,500.0,495460.857328513,495460.857328513,0.0,0.983488134939699,0.0165581675660127,0.0,394.648564078357,0.0,108.0,3100.0,-500.0,19081.0601720756,2
-600.0,600.0,500250.531012375,500250.531012375,0.0,0.993235611356159,0.00678548571338644,0.0,397.930738037594,0.0,108.0,3100.0,-600.0,19081.0601720756,2
-600.0,700.0,503209.44391856,503209.44391856,0.0,0.99916901270481,0.000829249436034144,0.0,400.069116893325,0.0,108.0,3100.0,-700.0,19081.0601720756,2
-600.0,800.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3100.0,-800.0,19081.0601720756,2
-600.0,900.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3100.0,-900.0,19081.0601720756,2
-600.0,1000.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3100.0,-1000.0,19081.0601720756,2
-600.0,1100.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3100.0,-1100.0,19081.0601720756,2
-500.0,-1300.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3000.0,1300.0,19081.0601720756,2
-500.0,-1200.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3000.0,1200.0,19081.0601720756,2
-500.0,-1100.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3000.0,1100.0,19081.0601720756,2
-500.0,-1000.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3000.0,1000.0,19081.0601720756,2
-500.0,-900.0,503619.889732848,503619.889732848,0.0,0.99998575623397,1.42734351860393e-05,0.0,400.381053502364,0.0,84.0,3000.0,900.0,19081.0601720756,2
-500.0,-800.0,500978.483066187,500978.483066187,0.0,0.99470295812227,0.00530104048831458,0.0,398.442773621123,0.0,108.0,3000.0,800.0,19081.0601720756,2
-500.0,-700.0,494133.176531533,494133.176531533,0.0,0.980827056890222,0.0191413653402635,0.0,393.674501317221,0.0,108.0,3000.0,700.0,19081.0601720756,2
-500.0,-600.0,484703.507323923,484703.507323922,0.0,0.961399878939919,0.0385639718136418,0.0,387.359818998102,0.0,108.0,3000.0,600.0,19081.0601720756,2
-500.0,-500.0,474223.018185163,474223.018185162,0.0,0.939285967952537,0.0606835644633764,0.0,380.659815584264,0.0,108.0,3000.0,500.0,19081.0601720756,2
-500.0,-400.0,464215.117356442,464215.117356441,0.0,0.917194655728294,0.0828368129373955,0.0,374.71610392494,0.0,108.0,3000.0,400.0,19081.0601720756,2
-500.0,-300.0,455953.956319276,455953.956319276,0.0,0.897293067810955,0.10268593203421,0.0,370.40735822419,0.0,108.0,3000.0,300.0,19081.0601720756,2
-500.0,-200.0,450434.439170598,450434.439170598,0.0,0.881701415787211,0.118308333675746,0.0,368.229619758888,0.0,108.0,3000.0,200.0,19081.0601720756,2
-500.0,-100.0,447564.247460691,447564.24746069,0.0,0.871726999220358,0.128271861229905,0.0,367.597780792274,0.0,108.0,3000.0,99.9999999999999,19081.0601720756,2
-500.0,0.0,446671.174913333,446671.174913333,0.0,0.868307353183655,0.13169264775942,0.0,367.475022404183,0.0,108.0,3000.0,-6.12323399573677e-14,19081.0601720756,2
-500.0,100.0,447564.24746069,447564.24746069,0.0,0.871726999220358,0.128271861229904,0.0,367.597780792274,0.0,108.0,3000.0,-100.0,19081.0601720756,2
-500.0,200.0,450434.439170598,450434.439170598,0.0,0.881701415787211,0.118308333675745,0.0,368.229619758888,0.0,108.0,3000.0,-200.0,19081.0601720756,2
-500.0,300.0,455953.956319276,455953.956319276,0.0,0.897293067810955,0.102685932034209,0.0,370.40735822419,0.0,108.0,3000.0,-300.0,19081.0601720756,2
-500.0,400.0,464215.117356442,464215.117356441,0.0,0.917194655728294,0.0828368129373945,0.0,374.71610392494,0.0,108.0,3000.0,-400.0,19081.0601720756,2
-500.0,500.0,474223.018185163,474223.018185162,0.0,0.939285967952537,0.0606835644633759,0.0,380.659815584264,0.0,108.0,3000.0,-500.0,19081.0601720756,2
-500.0,600.0,484703.507323923,484703.507323922,0.0,0.96139987893992,0.0385639718136412,0.0,387.359818998102,0.0,108.0,3000.0,-600.0,19081.0601720756,2
-500.0,700.0,494133.176531534,494133.176531533,0.0,0.980827056890222,0.0191413653402634,0.0,393.674501317221,0.0,108.0,3000.0,-700.0,19081.0601720756,2
-500.0,800.0,500978.483066179,500978.483066179,0.0,0.994702958122254,0.00530104048831431,0.0,398.442773621116,0.0,108.0,3000.0,-800.0,19081.0601720756,2
-500.0,900.0,503619.889732848,503619.889732848,0.0,0.99998575623397,1.42734351860389e-05,0.0,400.381053502364,0.0,84.0,3000.0,-900.0,19081.0601720756,2
-500.0,1000.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3000.0,-1000.0,19081.0601720756,2
-500.0,1100.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3000.0,-1100.0,19081.0601720756,2
-500.0,1200.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3000.0,-1200.0,19081.0601720756,2
-500.0,1300.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,3000.0,-1300.0,19081.0601720756,2
-400.0,-1500.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,2900.0,1500.0,19081.0601720756,2
-400.0,-1400.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,2900.0,1400.0,19081.0601720756,2
-400.0,-1300.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,2900.0,1300.0,19081.0601720756,2
-400.0,-1200.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,2900.0,1200.0,19081.0601720756,2
-400.0,-1100.0,503627.060908536,503627.060908535,0.0,0.999999999999999,0.0,0.0,400.386653669766,0.0,12.0,2900.0,1100.0,19081.0601720756,2
-400.0,-1000.0,503450.014488752,503450.014488751,0.0,0.999647853580951,0.000352464650840671,0.0,400.251412991712,0.0,108.0,2900.0,1000.0,19081.0601720756,2
-400.0,-900.0,498314.171091761,498314.17109176,0.0,0.989339529079195,0.0106596611830757,0.0,396.542492097525,0.0,108.0,2900.0,900.0,19081.0601720756,2
-400.0,-800.0,487320.953023223,487320.953023223,0.0,0.96704035405016,0.0329573809513021,0.0,388.886453280222,0.0,108.0,2900.0,800.0,19081.0601720756,2
-400.0,-700.0,472366.456237405,472366.456237405,0.0,0.936388679099239,0.0636183484815076,0.0,378.755023349038,0.0,108.0,2900.0,700.0,19081.0601720756,2
-400.0,-600.0,455373.631917824,455373.631917824,0.0,0.900961449856503,0.0990350544360775,0.0,367.658420084655,0.0,108.0,2900.0,600.0,19081.0601720756,2
-400.0,-500.0,438329.771245841,438329.77124584,0.0,0.864237065623292,0.135760295558722,0.0,357.16206535537,0.0,108.0,2900.0,500.0,19081.0601720756,2
-400.0,-400.0,423297.102642791,423297.102642791,0.0,0.829357164792978,0.170627671927813,0.0,348.864083693444,0.0,108.0,2900.0,400.0,19081.0601720756,2
-400.0,-300.0,412670.722062975,412670.722062974,0.0,0.799114052455326,0.20086133233806,0.0,344.479569253104,0.0,108.0,2900.0,300.0,19081.0601720756,2
-400.0,-200.0,408869.797779651,408869.797779651,0.0,0.775904484686603,0.224176738206857,0.0,345.426549324299,0.0,108.0,2900.0,200.0,19081.0601720756,2
-400.0,-100.0,410392.774104869,410392.774104869,0.0,0.761142622405782,0.238869425123798,0.0,349.630645666776,0.0,156.0,2900.0,100.0,19081.0601720756,2
-400.0,0.0,411513.027897551,411513.02789755,0.0,0.756021693101051,0.243885833098728,0.0,351.56650088164,0.0,156.0,2900.0,-4.89858719658941e-14,19081.0601720756,2
-400.0,100.0,410392.774104869,410392.774104869,0.0,0.761142622405783,0.238869425123797,0.0,349.630645666776,0.0,156.0,2900.0,-100.0,19081.0601720756,2
