t,x,y,expected_radius,normal_lower,no_signal_radius,worst_lower,worst_upper
-0.25,890.9359452747824,591.5541943514725,25.09635485708668,50.73384673016631,40.39379861780299,50.73384673016631,50.73386461996456
-0.245,891.2496027788901,591.1789025803546,25.09555313848491,50.72666694954073,40.4127284614889,50.72666694954073,50.72668483150551
-0.24,891.5632602829979,590.8036108092366,25.09476660569084,50.7194899054301,40.43179437170684,50.7194899054301,50.71950777955581
-0.235,891.8769177871058,590.4283190381186,25.09399528335544,50.71231560191733,40.45099620374619,50.71231560191733,50.71233346819673
-0.23,892.1905752912135,590.0530272670007,25.09323919222197,50.70514404309374,40.47033381324046,50.70514404309374,50.70516190152032
-0.225,892.5042327953213,589.6777354958828,25.09249838713743,50.69797523306104,40.48980705616677,50.69797523306104,50.69799308362945
-0.22,892.8178902994291,589.3024437247648,25.09177288143155,50.69080917592974,40.50941578884388,50.69080917592974,50.69082701863231
-0.215,893.1315478035369,588.9271519536469,25.09106270221517,50.68364587582098,40.52915986793199,50.68364587582098,50.68366371065099
-0.21,893.4452053076446,588.5518601825289,25.09036787471189,50.67648533686319,40.54903915043096,50.67648533686319,50.67650316381386
-0.205,893.7588628117525,588.1765684114109,25.08968841226241,50.66932756319569,40.56905349367963,50.66932756319569,50.66934538226283
-0.2,894.0725203158603,587.8012766402931,25.08902436279999,50.66217255896789,40.58920275535479,50.66217255896789,50.66219037014199
-0.195,894.3861778199681,587.4259848691751,25.08837576024644,50.65502032833792,40.6094867934694,50.65502032833792,50.65503813161518
-0.19,894.6998353240758,587.0506930980571,25.08774262663648,50.647870875474,40.62990546637286,50.647870875474,50.64788867084631
-0.185,895.0134928281836,586.6754013269392,25.08712498189164,50.64072420455327,40.65045863274865,50.64072420455327,50.64074199201367
-0.18,895.3271503322915,586.3001095558212,25.08652285404948,50.63358031976325,40.67114615161359,50.63358031976325,50.63359809930648
-0.175,895.6408078363992,585.9248177847032,25.0859362936391,50.62643922530103,40.69196788231726,50.62643922530103,50.62645699691967
-0.17,895.954465340507,585.5495260135853,25.085365348482,50.61930092537382,40.71292368454077,50.61930092537382,50.61931868906063
-0.165,896.2681228446148,585.1742342424674,25.0848100240511,50.61216542419661,40.73401341829538,50.61216542419661,50.61218317994683
-0.16,896.5817803487226,584.7989424713494,25.08427034667088,50.60503272599724,40.75523694392133,50.60503272599724,50.60505047380383
-0.155,896.8954378528304,584.4236507002314,25.08374636426095,50.59790283501144,40.77659412208778,50.59790283501144,50.59792057486688
-0.15,897.2090953569382,584.0483589291135,25.08324333168712,50.59077575548491,40.79808481379074,50.59077575548491,50.59079348738327
-0.145,897.522752861046,583.6730671579955,25.08275635090675,50.58365149167341,40.81970888035261,50.58365149167341,50.58366921560835
-0.14,897.8364103651538,583.2977753868776,25.08228515899433,50.57653004784309,40.8414661834206,50.57653004784309,50.57654776380838
-0.135,898.1500678692615,582.9224836157597,25.08182980887461,50.56941142826933,40.86335658496657,50.56941142826933,50.56942913625825
-0.13,898.4637253733694,582.5471918446417,25.08139034247486,50.56229563723827,40.8853799472853,50.56229563723827,50.56231333724389
-0.125,898.7773828774772,582.1719000735237,25.08096679235971,50.55518267904502,40.90753613299346,50.55518267904502,50.55520037106071
-0.12,899.0910403815849,581.7966083024058,25.08055917262159,50.5480725579957,40.92982500502912,50.5480725579957,50.54809024201555
-0.115,899.4046978856927,581.4213165312879,25.08016751167983,50.54096527840611,40.95224642665044,50.54096527840611,50.54098295442271
-0.11,899.7183553898005,581.0460247601699,25.07979185283504,50.53386084460187,40.97480026143477,50.53386084460187,50.5338785126097
-0.105,900.0320128939084,580.6707329890519,25.07943221664958,50.52675926091933,40.99748637327713,50.52675926091933,50.52677692091089
-0.09999999999999999,900.3456703980161,580.295441217934,25.07908862858275,50.51966053170442,41.02030462639014,50.51966053170442,50.51967818367369
-0.095,900.6593279021239,579.920149446816,25.0787611147899,50.51256466131353,41.04325488530237,50.51256466131353,50.51258230525428
-0.09,900.9729854062317,579.544857675698,25.07845158587809,50.50547165411368,41.0663370148574,50.50547165411368,50.50548929001894
-0.08499999999999999,901.2866429103395,579.1695659045802,25.07815871824492,50.4983815144808,41.08955088021325,50.4983815144808,50.49839914234395
-0.08,901.6003004144472,578.7942741334622,25.07788203169648,50.49129424680319,41.11289634684071,50.49129424680319,50.49131186661872
-0.075,901.9139579185551,578.4189823623442,25.07762154604415,50.48420985547749,41.13637328052329,50.48420985547749,50.48422746723801
-0.06999999999999999,902.2276154226629,578.0436905912263,25.07737729237906,50.47712834491161,41.15998154735533,50.47712834491161,50.47714594861051
-0.065,902.5412729267707,577.6683988201083,25.07714929526018,50.47004971952409,41.18372101374172,50.47004971952409,50.47006731515508
-0.06,902.8549304308784,577.2931070489904,25.07693762045562,50.46297398374357,41.20759154639632,50.46297398374357,50.46299157129968
-0.05499999999999999,903.1685879349862,576.9178152778725,25.07674229768003,50.45590114200873,41.23159301234169,50.45590114200873,50.45591872148356
-0.05,903.4822454390941,576.5425235067545,25.07656342487384,50.44883119876928,41.25572527890772,50.44883119876928,50.44884877015682
-0.045,903.7959029432018,576.1672317356365,25.07641013527902,50.44176415848506,41.27998821373051,50.44176415848506,50.44178172177875
-0.03999999999999999,904.1095604473096,575.7919399645186,25.076266411744,50.43470002562724,41.30438168475196,50.43470002562724,50.43471758081959
-0.035,904.4232179514174,575.4166481934006,25.07613917964368,50.42763880467685,41.32890556021837,50.42763880467685,50.42765635176197
-0.03,904.7368754555253,575.0413564222827,25.07602845883718,50.42058050012511,41.35355970867976,50.42058050012511,50.42059803909731
-0.02499999999999999,905.050532959633,574.6660646511647,25.07593427940716,50.41352511647489,41.37834399898873,50.41352511647489,50.41354264732642
-0.02,905.3641904637408,574.2907728800468,25.07585670368709,50.40647265823954,41.40325830029973,50.40647265823954,50.40649018096481
-0.015,905.6778479678486,573.9154811089288,25.07579576501124,50.39942312994256,41.42830248206801,50.39942312994256,50.39944064453458
-0.009999999999999995,905.9915054719564,573.5401893378108,25.07575149285403,50.39237653611841,41.45347641404868,50.39237653611841,50.39239404257084
-0.004999999999999995,906.3051629760641,573.164897566693,25.07572389003241,50.38533288131281,41.47877996629592,50.38533288131281,50.38535037961838
0,906.618820480172,572.789605795575,25.07571614347444,50.37829217008184,41.50421300916201,50.37829217008184,50.37830966023478
0.005000000000000005,906.9324779842798,572.414314024457,25.07572733936156,50.37125440699211,41.52977541329624,50.37125440699211,50.37127188898575
0.01000000000000001,907.2461354883875,572.0390222533391,25.07575533176401,50.36421959662217,41.55546704964419,50.36421959662217,50.36423707044975
0.01500000000000001,907.5597929924953,571.6637304822211,25.07580014987597,50.35718774356022,41.58128778944715,50.35718774356022,50.35720520921576
0.02,907.8734504966031,571.2884387111031,25.07586179748804,50.35015885240666,41.60723750424027,50.35015885240666,50.35017630988315
0.025,908.187108000711,570.9131469399853,25.07594033749117,50.34313292777176,41.63331606585247,50.34313292777176,50.34315037706254
0.03000000000000001,908.5007655048187,570.5378551688673,25.07603581393883,50.33610997427711,41.65952334640549,50.33610997427711,50.3361274153761
0.035,908.8144230089265,570.1625633977493,25.07614826524957,50.32908999655596,41.68585921831286,50.32908999655596,50.32910742945633
0.04000000000000001,909.1280805130343,569.7872716266313,25.07627770661047,50.32207299925257,41.71232355427869,50.32207299925257,50.32209042394726
0.04500000000000001,909.4417380171421,569.4119798555134,25.07642418466061,50.31505898702083,41.73891622729732,50.31505898702083,50.31507640350421
0.05,909.7553955212499,569.0366880843955,25.07658772921333,50.30804796452788,41.76563711065214,50.30804796452788,50.30806537279378
0.05500000000000001,910.0690530253577,568.6613963132775,25.07676838690969,50.30103993645055,41.7924860779147,50.30103993645055,50.30105733649214
0.06,910.3827105294655,568.2861045421596,25.07696618399462,50.29403490747786,41.81946300294415,50.29403490747786,50.2940522992885
0.065,910.6963680335732,567.9108127710416,25.07718114818318,50.28703288230972,41.84656775988574,50.28703288230972,50.28705026588258
0.07000000000000001,911.010025537681,567.5355209999236,25.07741330756468,50.28003386565668,41.8738002231707,50.28003386565668,50.28005124098522
0.07500000000000001,911.3236830417889,567.1602292288057,25.07766272102201,50.273037862242,41.90116026751519,50.273037862242,50.27305522931932
0.08,911.6373405458967,566.7849374576878,25.0779294306284,50.26604487679916,41.92864776791844,50.26604487679916,50.26606223562
0.08500000000000001,911.9509980500044,566.4096456865698,25.0782134432027,50.25905491407332,41.95626259966377,50.25905491407332,50.25907226462996
0.09000000000000001,912.2646555541122,566.0343539154519,25.07851482600565,50.2520679788214,41.98400463831604,50.2520679788214,50.2520853211085
0.095,912.57831305822,565.6590621443339,25.07883355189084,50.24508407581177,42.01187375972169,50.24508407581177,50.24510140982184
0.1,912.8919705623279,565.2837703732159,25.0791697256663,50.23810320982371,42.03986984000767,50.23810320982371,50.23812053555002
0.105,913.2056280664356,564.9084786020981,25.07952334569636,50.23112538564941,42.06799275558028,50.23112538564941,50.23114270308653
0.11,913.5192855705434,564.5331868309801,25.07990097655007,50.22415060809073,42.09624238312528,50.22415060809073,50.22416791723076
0.115,913.8329430746512,564.1578950598621,25.08029735730311,50.2171788819625,42.1246185996059,50.2171788819625,50.21719618280029
0.12,914.146600578759,563.7826032887441,25.08071132305264,50.21021021209056,42.1531212822627,50.21021021209056,50.21022750461982
0.125,914.4602580828667,563.4073115176262,25.08114290228361,50.20324460331388,42.18175030861249,50.20324460331388,50.20326188752642
0.13,914.7739155869746,563.0320197465082,25.08159214436046,50.19628206048115,42.21050555644774,50.19628206048115,50.19629933637164
0.135,915.0875730910824,562.6567279753903,25.08205902891143,50.18932258845357,42.23938690383554,50.18932258845357,50.18933985601483
0.14,915.4012305951901,562.2814362042724,25.08254367005753,50.18236619210506,42.26839422911663,50.18236619210506,50.18238345133137
0.145,915.7148880992979,561.9061444331544,25.0830460857575,50.17541287632012,42.29752741090512,50.17541287632012,50.17543012720371
0.15,916.0285456034057,561.5308526620364,25.08356628704981,50.16846264599587,42.32678632808719,50.16846264599587,50.1684798885316
0.155,916.3422031075136,561.1555608909185,25.08410435153039,50.16151550604096,42.35617085982058,50.16151550604096,50.16153274022156
0.16,916.6558606116213,560.7802691198006,25.08466030747181,50.1545714613766,42.38568088553328,50.1545714613766,50.15458868719617
0.165,916.9695181157291,560.4049773486826,25.08523416052661,50.14763051693537,42.41531628492341,50.14763051693537,50.14764773438711
0.17,917.2831756198369,560.0296855775647,25.08582596012386,50.14069267766219,42.44507693795823,50.14069267766219,50.14070988673885
0.175,917.5968331239447,559.6543938064467,25.08643573990457,50.13375794851422,42.47496272487281,50.13375794851422,50.13377514921038
0.18,917.9104906280525,559.2791020353287,25.08706352461956,50.12682633446007,42.5049735261699,50.12682633446007,50.12684627620584
0.185,918.2241481321603,558.9038102642107,25.08770934625803,50.11989784048116,42.53510922261885,50.11989784048116,50.11991764308532
