time_s,steps,iterations,max_scaled_residual,max_ratio,max_linear_backward_error,cum_water_balance,cum_outward_water_per_rhod_2piL
0,0,0,0,0,0,0,0
1,2049,6147,1.4379494142900123e-15,0.00040505617303943878,2.3557433259196788e-16,1.2100716613582844e-19,4.0141498447128452e-08
2,4097,12291,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,3.7465360944923864e-19,7.9999052582883344e-08
3,4609,13827,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,4.5234948238951691e-19,1.1967315132308598e-07
4,5121,15363,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,5.1942603647523356e-19,1.5919958342176941e-07
5,5633,16899,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,5.9747135445022427e-19,1.9859902571128771e-07
6,6145,18435,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,6.9557514312007528e-19,2.378854261376369e-07
7,6657,19971,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,7.7767270259368964e-19,2.770690223785624e-07
8,7169,21507,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,8.9424808057670331e-19,3.1615774537091469e-07
9,7297,21891,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,9.1200464979849631e-19,3.5515797494971512e-07
10,7425,22275,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,9.4581472675841219e-19,3.9407498816596522e-07
11,7553,22659,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,9.5807829972497024e-19,4.329132447488254e-07
12,7681,23043,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,9.6476615837503804e-19,4.7167657858838125e-07
13,7809,23427,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,9.8713198476512965e-19,5.1036833172688198e-07
14,7937,23811,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,9.8795420229400736e-19,5.4899145131059361e-07
15,8065,24195,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,1.0010540548598565e-18,5.8754856171619035e-07
16,8193,24579,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,1.0419864153877954e-18,6.2604201947469905e-07
17,8321,24963,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,1.0314035183295802e-18,6.6447395593559407e-07
18,8449,25347,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,1.031303377776673e-18,7.0284631098093745e-07
19,8577,25731,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,1.0812213495999872e-18,7.411608600684158e-07
20,8705,26115,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,1.1038162533209677e-18,7.7941923621054307e-07
21,8833,26499,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,1.1406609974543992e-18,8.1762294804780552e-07
22,8961,26883,1.461601694830799e-15,0.00041171878727628007,2.3595585620384912e-16,1.1635253552599189e-18,8.5577339486550618e-07
