x,y,J,J_lower,P_H,P_N,P_A,P_loc,E_radius_loss,safe_margin,angle_calls
840,565,2231.63692449787,2231.63692449786,0,8.50961236149308e-07,0.999999148467132,0,25.3252313725039,-8.24098580500925,738
840,570,2228.12858605727,2228.12858605726,0,1.75295021171338e-06,0.999998254141024,0,25.3206097483031,-11.0518078107466,702
840,575,2224.89645745607,2224.89645745607,0,3.120596804693e-06,0.999996879518615,0,25.3172873797231,-13.8794951559582,738
840,580,2221.93286249527,2221.93286249527,0,5.05603814819918e-06,0.999994947982604,0,25.3152332926749,-16.7239071242608,738
840,585,2219.23040192916,2219.23040192916,0,7.66719948183327e-06,0.99999233428725,0,25.3144168488609,-19.5849037418828,738
840,590,2216.78215371456,2216.78215371456,0,1.1068006695255e-05,0.999988921538898,0,25.3148096660056,-22.4623457901354,702
840,595,2214.58175999862,2214.58175999861,0,1.53786072481461e-05,0.999984631010228,0,25.3163864493747,-25.3560948173022,702
840,600,2212.62304337855,2212.62304337854,0,2.07255999226419e-05,0.999979271339373,0,25.3191206166876,-28.2660131499581,666
840,605,2210.90063075795,2210.90063075795,0,2.72422738953978e-05,0.999972750324807,0,25.3229906842435,-31.1919639037301,666
845,545,2236.10179657814,2236.10179657814,0,1.43240916244673e-08,0.999999981360378,0,25.3210352907517,-1.35977679903431,594
845,550,2231.5593205459,2231.55932054589,0,1.63246643034943e-07,0.999999836911675,0,25.3112268043664,-4.09027244134461,594
845,555,2227.32380445012,2227.32380445011,0,5.39208431489609e-07,0.999999482380323,0,25.3028523726715,-6.83819347085534,594
845,560,2223.38588552309,2223.38588552309,0,1.2264327750339e-06,0.999998774567437,0,25.2958724538763,-9.60339760322586,702
845,565,2219.73695924905,2219.73695924905,0,2.3142000738944e-06,0.999997682214059,0,25.2902528111824,-12.385743218611,738
845,570,2216.36863487686,2216.36863487685,0,3.89703177530919e-06,0.999996100628916,0,25.2859588216244,-15.1850893766225,738
845,575,2213.27300489711,2213.2730048971,0,6.07488120080927e-06,0.999993935577151,0,25.2829582028828,-18.0012958306796,666
845,580,2210.44244332841,2210.4424433284,0,8.95333159103738e-06,0.999991048516796,0,25.2812190018539,-20.8342230417555,738
845,585,2207.86996082316,2207.86996082316,0,1.264380174628e-05,0.999987351980093,0,25.2807130217875,-23.6837321915332,702
845,590,2205.54899929893,2205.54899929892,0,1.72637596657651e-05,0.999982748766923,0,25.2814136276496,-26.5496851949781,702
845,595,2203.47440418587,2203.47440418587,0,2.29369446156014e-05,0.999977053706184,0,25.283303732,-29.4319447123401,738
845,600,2201.64114421899,2201.64114421899,0,2.97935980841918e-05,0.999970201114173,0,25.2863652530789,-32.3303741605941,666
845,605,2200.04263886147,2200.04263886146,0,3.79707041152286e-05,0.999962040920487,0,25.2905631517971,-35.24483772433,666
845,610,2198.67430383288,2198.67430383288,0,4.76122395422056e-05,0.999952369996663,0,25.2958765511335,-38.175200366102,666
845,615,2197.53265478608,2197.53265478607,0,5.8869434685e-05,0.999941135460004,0,25.3022914876262,-41.1213278362507,666
845,620,2196.61448482233,2196.61448482233,0,7.19010451087442e-05,0.999928100190899,0,25.3097913156681,-44.0830866822043,702
845,625,2195.91766419272,2195.91766419272,0,8.68736350882485e-05,0.99991311674563,0,25.3183647856587,-47.0603442572742,594
850,530,2239.29947019365,2239.29947019364,0,0,1.0000000013726,0,25.3246361557629,2.4937131299431,594
850,535,2233.93812729303,2233.93812729303,0,1.24287715986834e-10,1.00000000587932,0,25.3106473541704,-0.172317636121193,594
850,540,2228.90933632097,2228.90933632096,0,7.23374307671909e-08,0.999999934781177,0,25.2982054729564,-2.85618988264321,594
850,545,2224.20270878783,2224.20270878783,0,3.28354972097933e-07,0.999999680500735,0,25.2872675773451,-5.55776075084509,666
850,550,2219.80834190062,2219.80834190061,0,8.45985001332779e-07,0.999999159299077,0,25.2777930418293,-8.27688797600422,666
850,555,2215.71954345236,2215.71954345236,0,1.7077859156473e-06,0.99999829330048,0,25.2697679156033,-11.0134299043201,702
850,560,2211.92466009616,2211.92466009615,0,3.00123847304162e-06,0.99999698943954,0,25.2631314454492,-13.767245509155,774
850,565,2208.4150517542,2208.4150517542,0,4.81892409963972e-06,0.999995172032676,0,25.257847957183,-16.5381944066545,738
850,570,2205.18257805117,2205.18257805116,0,7.25870976659559e-06,0.999992741568132,0,25.2538840131632,-19.326136870758,738
850,575,2202.21945092237,2202.21945092236,0,1.04239397722506e-05,0.999989564280881,0,25.2512070369933,-22.130933847609,738
850,580,2199.51856260655,2199.51856260654,0,1.44236347867656e-05,0.999985574282211,0,25.2497885569103,-24.9524469693738,702
