x,y,J,P_finish,P_onsite,P_H,P_N,P_normal,P_finish_N,P_finish_normal,probability_residual,mec_gap,angle_calls,root_count,depth_capped,distance_K1,x_global,y_global,level,scan
70.0972106606344,41.9598383601912,1.87819025027083,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-4.44089209850063e-16,5.77315972805081e-15,1410.0,2.0,1.0,40.7300826630026,1770.09721066063,41.9598383601912,5,64
-1500.0,0.0,47.5160331487238,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.77635683940025e-15,0.0,12.0,0.0,0.0,1504.99924100557,200.0,0.0,2,6
-1500.0,100.0,47.5160331487238,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.77635683940025e-15,0.0,12.0,0.0,0.0,1508.31205757327,200.0,100.0,2,6
-1500.0,200.0,47.5160331487238,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.77635683940025e-15,0.0,12.0,0.0,0.0,1518.21863070326,200.0,200.0,2,6
-1500.0,300.0,47.5160331487238,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.77635683940025e-15,0.0,12.0,0.0,0.0,1534.59126747419,200.0,300.0,2,6
-1500.0,400.0,47.5160331487238,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.77635683940025e-15,0.0,12.0,0.0,0.0,1557.22602913052,200.0,400.0,2,6
-1500.0,500.0,47.5160331487238,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.77635683940025e-15,0.0,12.0,0.0,0.0,1585.85480211625,200.0,500.0,2,6
-1500.0,600.0,47.5160331487238,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.77635683940025e-15,0.0,12.0,0.0,0.0,1620.15986896007,200.0,600.0,2,6
-1500.0,700.0,47.5160331487238,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.77635683940025e-15,0.0,12.0,0.0,0.0,1659.78930849138,200.0,700.0,2,6
-1500.0,800.0,47.5160331487238,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.77635683940025e-15,0.0,12.0,0.0,0.0,1704.37175996783,200.0,800.0,2,6
-1500.0,900.0,47.5160331487238,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.77635683940025e-15,0.0,12.0,0.0,0.0,1753.52948186491,200.0,900.0,2,6
