x,y,J,J_lower,P_H,P_N,P_A,P20,E_radius,safe_margin,angle_calls
800,400,2777.48164204579,2777.48164204578,0,0,0.999999130978249,0.383394259424112,27.0781354400207,110.002231427237,372
800,410,2729.52940495514,2729.52940495513,0,0,0.999998830309221,0.387291311310326,26.9093977137923,105.462257193615,372
800,420,2685.60462125127,2685.60462125126,0,0,0.999998203995979,0.391072159665062,26.7554418061874,100.833987216051,372
800,430,2645.36544700658,2645.36544700658,0,0,0.999998062552815,0.394720154851661,26.6152469637071,96.1187778328232,348
800,440,2608.50633210041,2608.50633210041,0,0,0.999998550785355,0.398215127793658,26.4878729293743,91.317982445414,348
800,450,2574.75466452064,2574.75466452063,0,0,0.999999941543251,0.401586980869593,26.3724682135857,86.4329503163347,348
800,460,2543.86453854777,2543.86453854776,0,0,1.00000152893643,0.371056836257889,26.2682333000205,81.4650254299729,372
800,470,2515.61651632326,2515.61651632326,0,0,1.00000340482123,0.374083634620067,26.1744554779944,76.4155454161195,372
800,480,2489.81116315326,2489.81116315326,0,0,1.00000455198468,0.37700733266548,26.0904559483462,71.2858405356103,372
800,490,2466.27045101083,2466.27045101083,0,0,1.00000501234486,0.379831844979259,26.0156361219432,66.0772327273033,372
800,500,2444.83255590998,2444.83255590998,0,0,1.00000429570759,0.382584106372819,25.949433442755,60.7910347154179,396
800,510,2425.3524483077,2425.3524483077,0,0,1.00000274552453,0.378037620274507,25.8913497718775,55.4285491760938,396
800,520,2407.69882522377,2407.69882522377,0,0,1.00000081045058,0.3805147507622,25.8409292772572,49.991067961873,396
800,530,2391.75200590301,2391.752005903,0,0,0.999998698992258,0.375628180604481,25.7977463475075,44.4798713826765,396
800,540,2377.40305831417,2377.40305831417,0,0,0.999996592645601,0.377869057806207,25.7614075578175,38.8962275417341,372
800,550,2364.55272697038,2364.55272697038,0,0,0.999994682133968,0.380067342536885,25.7315495158683,33.2413917248247,372
800,560,2353.110712035,2353.11071203499,0,0,0.999993311723526,0.382165972214654,25.707839745046,27.5166058411087,372
800,570,2342.99444934323,2342.99444934322,0,0,0.999992796301942,0.367928297361795,25.6899698305507,21.7230979137648,372
800,580,2334.12781032462,2334.12781032461,0,0,0.999993142462337,0.354147298798097,25.6776464515733,15.862081618595,372
800,590,2326.44009035186,2326.44009035185,0,0,0.999993899613651,0.355956538098901,25.6705855190772,9.93475586872114,372
800,600,2319.86762274971,2319.8676227497,0,0,0.99999534150813,0.357707135936249,25.6685393516845,3.94230444347625,372
800,610,2314.35026202667,2314.35026202666,0,3.97024056844781e-08,0.999996879875877,0.359428384699264,25.6712565465898,-2.11410434042705,372
800,620,2309.83279608995,2309.83279608994,0,9.0894045794874e-07,0.999997707431444,0.361118217076585,25.6785065856929,-8.23331791736587,324
800,630,2306.26377345666,2306.26377345666,0,3.71127324818344e-06,0.999996574612187,0.328240631342001,25.6900752919975,-14.4141997228271,324
800,640,2303.59694298633,2303.59694298632,0,9.58736847521317e-06,0.999992200005101,0.329643301929535,25.7057756542966,-20.6556294068766,324
800,650,2301.79406891158,2301.79406891158,0,1.98087658240747e-05,0.999984031286688,0.325876818983156,25.7254711880438,-26.956503012952,300
800,660,2300.81932420241,2300.8193242024,0,3.57884013682712e-05,0.999968890709706,0.322031259260704,25.7489914927089,-33.3157331238283,324
800,670,2300.65088744938,2300.65088744938,0,5.90921458371929e-05,0.999944885087771,0.311891506324761,25.776244105059,-39.7322489765713,324
800,680,2301.28538798486,2301.28538798485,0,9.14514924615998e-05,0.999911774269377,0.313137670276052,25.8072323752396,-46.2049965482493,324
800,690,2302.74125391578,2302.74125391578,0,0.000134777553122363,0.999870568259011,0.314345989400748,25.8420516525187,-52.7329386141416,324
800,700,2305.04559967618,2305.04559967618,0,0.00019117654931137,0.999815482512498,0.271898774985307,25.8806801045515,-59.3150547801206,324
800,710,2308.25394988762,2308.25394988762,0,0.000262967018152369,0.999739875528995,0.272872974567663,25.9231452828365,-65.950341490847,300
800,720,2312.48410172643,2312.48410172643,0,0.000352698994952402,0.99964807123819,0.273835219828614,25.969845196632,-72.6378120153593,300
800,730,2317.88878830781,2317.8887883078,0,0.000463175484451946,0.999538537682157,0.255261055354053,26.0211120432132,-79.3764964115815,300
800,740,2324.67232933979,2324.67232933978,0,0.000597476595728196,0.999405051461301,0.256157134639644,26.0772657049742,-86.1654414712268,300
800,750,2333.11753492476,2333.11753492476,0,0.000758986794046436,0.999241469378458,0.236915321902605,26.1387607093357,-93.0037106465047,300
810,400,2723.12679884252,2723.12679884252,0,0,0.999998347941643,0.368902077218806,26.9169970438347,101.058376036028,372
810,410,2677.24389500073,2677.24389500072,0,0,0.999998910112549,0.372888525837922,26.752851741304,96.5633455877351,396
810,420,2635.25059784221,2635.25059784221,0,0,1.00000027033652,0.376703461769297,26.6032694410654,91.9804331534094,396
810,430,2596.81507491168,2596.81507491168,0,0,1.00000196584178,0.380385067933792,26.4672162349999,87.3109625853318,396
810,440,2561.64160255873,2561.64160255873,0,0,1.00000362137839,0.383967022930123,26.3437537419992,82.5562555352196,396
810,450,2529.46583951517,2529.46583951516,0,0,1.00000471565361,0.387420589108749,26.2320250433647,77.7176302789904,372
810,460,2500.05091987559,2500.05091987559,0,0,1.00000473388986,0.375381784403112,26.1312476121558,72.7964006007933,372
810,470,2473.18497608018,2473.18497608017,0,0,1.00000358504106,0.378398732683749,26.0407162979116,67.7938747361244,372
810,480,2448.67822247372,2448.67822247372,0,0,1.00000165453555,0.381310476156852,25.9597969052366,62.7113543736208,372
810,490,2426.3594650143,2426.35946501429,0,0,0.999999240118122,0.384121057433307,25.8879067535712,57.5501337149143,372
810,500,2406.07407989988,2406.07407989987,0,0,0.999996607215657,0.379671714657116,25.8245108977759,52.3114985917474,372
810,510,2387.68258365026,2387.68258365025,0,0,0.999994233560132,0.382218716753006,25.7691232806475,46.9967256393799,372
810,520,2371.05870365962,2371.05870365962,0,0,0.999992650080599,0.384700872203521,25.7212986590051,41.6070815251674,396
810,530,2356.08738284541,2356.08738284541,0,0,0.999992124569034,0.379788121078885,25.6806213021794,36.1438222310597,396
810,540,2342.66305208119,2342.66305208119,0,0,0.999992420971363,0.365951060965752,25.6466956036498,30.6081923886532,396
810,550,2330.68978621747,2330.68978621747,0,0,0.999993475639881,0.368135230367218,25.6191595259994,25.0014246653288,396
810,560,2320.07956874624,2320.07956874624,0,0,0.99999504607466,0.370252281955004,25.5976726283242,19.3247391999316,396
810,570,2310.75184797676,2310.75184797675,0,0,0.999996849868321,0.35596581771144,25.5819180466883,13.5793430863657,396
810,580,2302.63345496329,2302.63345496328,0,0,0.999999004881611,0.357835111081295,25.5716100900625,7.76642990343782,372
810,590,2295.6561704283,2295.65617042829,0,0,1.00000101412228,0.359621093325473,25.5664684208025,1.88717928922824,372
810,600,2289.7582129422,2289.75821294219,0,1.68629691396748e-07,1.00000283669632,0.349958805407498,25.5662438616008,-4.05724344175565,372
810,610,2284.88105519401,2284.88105519401,0,1.46461478920998e-06,1.00000316560788,0.351648982833789,25.5706857257625,-10.0656876404131,372
810,620,2280.97084263679,2280.97084263679,0,4.88114061520306e-06,1.00000067234668,0.348067212879725,25.579567752323,-16.137017625647,372
810,630,2277.98077223315,2277.98077223315,0,1.15008746944079e-05,0.999994651815479,0.326236996551578,25.5927086682109,-22.2701129495023,372
810,640,2275.87119256136,2275.87119256135,0,2.25296189069554e-05,0.99998456773082,0.322396109642985,25.6099632791331,-28.4638686266192,396
810,650,2274.60509559094,2274.60509559094,0,3.93060468552456e-05,0.999967421234023,0.312134381569194,25.6311547812513,-34.7171953297557,396
810,660,2274.16009747962,2274.16009747962,0,6.33123501788307e-05,0.999941717085521,0.313427544914977,25.6561903473513,-41.0290195531147,348
810,670,2274.5310886309,2274.53108863089,0,9.61859118446738e-05,0.999907236443713,0.314740093530368,25.6850615266186,-47.398283745187,324
810,680,2275.74048458554,2275.74048458554,0,0.000139732143850096,0.999864977378923,0.29930906018671,25.7179054535216,-53.8239464127805,324
810,690,2277.81598708953,2277.81598708953,0,0.000195938650082922,0.999810462462945,0.300497495411767,25.7547310008985,-60.3049821978818,324
810,700,2280.79419370428,2280.79419370427,0,0.00026699090322373,0.999735409856685,0.274328415844801,25.7954204744818,-66.8403819289435,324
810,710,2284.78479610604,2284.78479610603,0,0.000355289658747944,0.999644382783345,0.25556117978042,25.8403514933899,-73.4291526481559,324
810,720,2289.92849367883,2289.92849367883,0,0.000463470370839668,0.999536311437026,0.256476877026809,25.8898325119892,-80.0703176162103,300
810,730,2296.4155051651,2296.4155051651,0,0.000594424926381429,0.999407285872246,0.237075192826173,25.9441958549384,-86.7629162960179,300
810,740,2304.49757051063,2304.49757051063,0,0.000751326076783141,0.999248789339237,0.237932098107867,26.0037776332418,-93.5060043167889,300
810,750,2314.5302227562,2314.53022275619,0,0.000937655026770855,0.999060899445834,0.220700560974481,26.069260134144,-100.29865341984,300
820,400,2672.70555748747,2672.70555748747,0,0,1.00000230989976,0.373271941380153,26.7704813109152,92.0924834954461,372
