x,y,J,J_lower,P_H,P_N,P_A,P_loc,E_radius_loss,safe_margin,angle_calls,x_global,y_global,C1,level
-700.0,-300.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,3256.21778264911,-90.1923788646684,14420.7875586097,2
-700.0,-200.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,3206.21778264911,-176.794919243112,14420.7875586097,2
-700.0,-100.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,3156.21778264911,-263.397459621556,14420.7875586097,2
-700.0,0.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,3106.21778264911,-350.0,14420.7875586097,2
-700.0,100.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,3056.21778264911,-436.602540378444,14420.7875586097,2
-700.0,200.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,3006.21778264911,-523.205080756888,14420.7875586097,2
-700.0,300.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2956.21778264911,-609.807621135332,14420.7875586097,2
-700.0,400.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2906.21778264911,-696.410161513776,14420.7875586097,2
-700.0,500.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2856.21778264911,-783.012701892219,14420.7875586097,2
-700.0,600.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2806.21778264911,-869.615242270663,14420.7875586097,2
-700.0,700.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2756.21778264911,-956.217782649107,14420.7875586097,2
-700.0,800.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2706.21778264911,-1042.82032302755,14420.7875586097,2
-700.0,900.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2656.21778264911,-1129.42286340599,14420.7875586097,2
-700.0,1000.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2606.21778264911,-1216.02540378444,14420.7875586097,2
-700.0,1100.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2556.21778264911,-1302.62794416288,14420.7875586097,2
-700.0,1200.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2506.21778264911,-1389.23048454133,14420.7875586097,2
-700.0,1300.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2456.21778264911,-1475.83302491977,14420.7875586097,2
-700.0,1400.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2406.21778264911,-1562.43556529821,14420.7875586097,2
-700.0,1500.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2356.21778264911,-1649.03810567666,14420.7875586097,2
-700.0,1600.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2306.21778264911,-1735.6406460551,14420.7875586097,2
-600.0,-500.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,3269.61524227066,133.012701892219,14420.7875586097,2
-600.0,-400.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,3219.61524227066,46.4101615137755,14420.7875586097,2
-600.0,-300.0,327289.403342472,327289.403342472,0.0,0.999959008091282,4.06613100386786e-05,0.0,322.762179582818,0.0,84.0,3169.61524227066,-40.1923788646684,14420.7875586097,2
-600.0,-200.0,327080.012229855,327080.012229855,0.0,0.999316734114705,0.000683821523979679,0.0,322.567820434686,0.0,108.0,3119.61524227066,-126.794919243112,14420.7875586097,2
-600.0,-100.0,326772.092887339,326772.092887339,0.0,0.998369785125829,0.00162956413007168,0.0,322.287002284287,0.0,108.0,3069.61524227066,-213.397459621556,14420.7875586097,2
-600.0,0.0,326633.183137198,326633.183137198,0.0,0.997941768915735,0.00205719110260933,0.0,322.161764816621,0.0,108.0,3019.61524227066,-300.0,14420.7875586097,2
-600.0,100.0,326757.754064196,326757.754064196,0.0,0.998325750292991,0.00167201115649158,0.0,322.273883128898,0.0,108.0,2969.61524227066,-386.602540378444,14420.7875586097,2
-600.0,200.0,327051.674845162,327051.674845162,0.0,0.999229877633686,0.000768132394106906,0.0,322.541439513645,0.0,84.0,2919.61524227066,-473.205080756888,14420.7875586097,2
-600.0,300.0,327270.166928717,327270.166928717,0.0,0.999900171842141,9.98663881630022e-05,0.0,322.743818489183,0.0,84.0,2869.61524227066,-559.807621135332,14420.7875586097,2
-600.0,400.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2819.61524227066,-646.410161513776,14420.7875586097,2
-600.0,500.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2769.61524227066,-733.012701892219,14420.7875586097,2
-600.0,600.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2719.61524227066,-819.615242270663,14420.7875586097,2
-600.0,700.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2669.61524227066,-906.217782649107,14420.7875586097,2
-600.0,800.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2619.61524227066,-992.820323027551,14420.7875586097,2
-600.0,900.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2569.61524227066,-1079.42286340599,14420.7875586097,2
-600.0,1000.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2519.61524227066,-1166.02540378444,14420.7875586097,2
-600.0,1100.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2469.61524227066,-1252.62794416288,14420.7875586097,2
-600.0,1200.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2419.61524227066,-1339.23048454133,14420.7875586097,2
-600.0,1300.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2369.61524227066,-1425.83302491977,14420.7875586097,2
-600.0,1400.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2319.61524227066,-1512.43556529821,14420.7875586097,2
-600.0,1500.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2269.61524227066,-1599.03810567666,14420.7875586097,2
-600.0,1600.0,327302.808636185,327302.808636185,0.0,0.999999999999998,0.0,0.0,322.775029648545,0.0,12.0,2219.61524227066,-1685.6406460551,14420.7875586097,2
-500.0,-600.0,327276.147030987,327276.147030987,0.0,0.999918381160164,8.2436545130008e-05,0.0,322.749826068617,0.0,84.0,3233.01270189222,269.615242270663,14420.7875586097,2
-500.0,-500.0,326008.581507285,326008.581507285,0.0,0.996011400952103,0.00398426482516359,0.0,321.605594095293,0.0,108.0,3183.01270189222,183.012701892219,14420.7875586097,2
-500.0,-400.0,323443.207508135,323443.207508135,0.0,0.987991447231998,0.0119938995038709,0.0,319.414250650849,0.0,108.0,3133.01270189222,96.4101615137755,14420.7875586097,2
-500.0,-300.0,320525.141367436,320525.141367436,0.0,0.978679362541692,0.0213249359345046,0.0,317.051560821454,0.0,108.0,3083.01270189222,9.80762113533163,14420.7875586097,2
-500.0,-200.0,317959.370162202,317959.370162202,0.0,0.970295114606712,0.0296982284747611,0.0,315.070633801015,0.0,108.0,3033.01270189222,-76.7949192431122,14420.7875586097,2
-500.0,-100.0,316249.56221414,316249.56221414,0.0,0.964574029405782,0.0354246613653189,0.0,313.806484793961,0.0,108.0,2983.01270189222,-163.397459621556,14420.7875586097,2
-500.0,0.0,315651.921843611,315651.921843611,0.0,0.962534445843703,0.0374655554041396,0.0,313.380441755194,0.0,108.0,2933.01270189222,-250.0,14420.7875586097,2
-500.0,100.0,316248.579366836,316248.579366836,0.0,0.964529553233872,0.0354701902544557,0.0,313.826533114147,0.0,108.0,2883.01270189222,-336.602540378444,14420.7875586097,2
-500.0,200.0,317955.006482758,317955.006482758,0.0,0.970213069822006,0.0297885711634464,0.0,315.105994627887,0.0,108.0,2833.01270189222,-423.205080756888,14420.7875586097,2
-500.0,300.0,320498.50601705,320498.50601705,0.0,0.978538841403983,0.0214587170625578,0.0,317.068436317183,0.0,108.0,2783.01270189222,-509.807621135332,14420.7875586097,2
-500.0,400.0,323399.23657342,323399.23657342,0.0,0.987829236251321,0.0121691835954718,0.0,319.400666224044,0.0,108.0,2733.01270189222,-596.410161513776,14420.7875586097,2
-500.0,500.0,325940.840675021,325940.840675021,0.0,0.995799074583628,0.00419868564540105,0.0,321.550423317491,0.0,108.0,2683.01270189222,-683.012701892219,14420.7875586097,2
-500.0,600.0,327216.607551021,327216.607551021,0.0,0.999736164572163,0.000263838437897149,0.0,322.693445578952,0.0,84.0,2633.01270189222,-769.615242270663,14420.7875586097,2
