x,y,J,J_lower,P_H,P_N,P_A,P_loc,E_radius_loss,safe_margin,angle_calls,x_global,y_global,C1
5,-50,100168.432570467,100168.432570467,0,0,0.999999758736636,0,165.709355924363,0,276,905,-50,14137.4483767898
5,-30,167332.235612839,167332.235612839,0,0,0.999995702834824,0,218.148903380313,0,252,905,-30,14137.4483767898
5,-20,231899.901414908,231899.901414908,0,0,0.999984893485705,2.4017560337399e-19,260.398523514391,0,300,905,-20,14137.4483767898
5,-10,348967.906509412,348967.906509412,0,0,0.999999124170467,0.000505607767993964,325.555934671013,0,420,905,-10,14137.4483767898
5,-5,451318.170698517,451318.170698517,4.42298118153908e-06,0,0.999995539973004,0.000550332051712053,374.740049063807,0,444,905,-5,14137.4483767898
5,-2,543847.784273136,543847.784273135,8.24887263165256e-05,0,0.999909845326903,0.000439118781304067,414.526866586482,0,420,905,-2,14137.4483767898
5,0,622193.278795117,622193.278795117,9.25782146592907e-05,0,0.999901514182896,9.80570409021365e-05,444.998690983861,0,348,905,0,14137.4483767898
5,2,543847.784273137,543847.784273137,8.24887263165255e-05,0,0.999909845326905,0.000439118781304062,414.526866586483,0,420,905,2,14137.4483767898
5,5,451318.17069851,451318.17069851,4.42298118153909e-06,0,0.999995539972991,0.000550332051712048,374.740049063802,0,444,905,5,14137.4483767898
5,10,348967.90650941,348967.90650941,0,0,0.999999124170462,0.000505607767993957,325.555934671011,0,420,905,10,14137.4483767898
5,20,231899.901414903,231899.901414903,0,0,0.999984893485686,2.40175601419349e-19,260.398523514385,0,300,905,20,14137.4483767898
5,30,167332.235612836,167332.235612836,0,0,0.999995702834808,0,218.14890338031,0,252,905,30,14137.4483767898
5,50,100168.432570466,100168.432570466,0,0,0.999999758736624,0,165.709355924361,0,276,905,50,14137.4483767898
22.9186291259168,-50,94768.6972677066,94768.6972677066,0,0,0.999998963138122,0,160.566246500644,0,252,922.918629125917,-50,14137.4483767898
22.9186291259168,-30,159033.30143177,159033.30143177,0,0,0.999975270034175,0,211.939280651225,0,228,922.918629125917,-30,14137.4483767898
