x,y,J,J_lower,P_H,P_N,P_A,P_loc,E_radius_loss,safe_margin,angle_calls,x_global,y_global,C1,level
-1500.0,-1600.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,-1600.0,14137.4483767898,2
-1500.0,-1500.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,-1500.0,14137.4483767898,2
-1500.0,-1400.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,-1400.0,14137.4483767898,2
-1500.0,-1300.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,-1300.0,14137.4483767898,2
-1500.0,-1200.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,-1200.0,14137.4483767898,2
-1500.0,-1100.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,-1100.0,14137.4483767898,2
-1500.0,-1000.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,-1000.0,14137.4483767898,2
-1500.0,-900.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,-900.0,14137.4483767898,2
-1500.0,-800.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,-800.0,14137.4483767898,2
-1500.0,-700.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,-700.0,14137.4483767898,2
-1500.0,-600.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,-600.0,14137.4483767898,2
-1500.0,-500.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,-500.0,14137.4483767898,2
-1500.0,-400.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,-400.0,14137.4483767898,2
-1500.0,-300.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,-300.0,14137.4483767898,2
-1500.0,-200.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,-200.0,14137.4483767898,2
-1500.0,-100.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,-100.0,14137.4483767898,2
-1500.0,0.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,0.0,14137.4483767898,2
-1500.0,100.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,100.0,14137.4483767898,2
-1500.0,200.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,200.0,14137.4483767898,2
-1500.0,300.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,300.0,14137.4483767898,2
-1500.0,400.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,400.0,14137.4483767898,2
-1500.0,500.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,500.0,14137.4483767898,2
-1500.0,600.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,600.0,14137.4483767898,2
-1500.0,700.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,700.0,14137.4483767898,2
-1500.0,800.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,800.0,14137.4483767898,2
-1500.0,900.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,900.0,14137.4483767898,2
-1500.0,1000.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,1000.0,14137.4483767898,2
-1500.0,1100.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,1100.0,14137.4483767898,2
-1500.0,1200.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,1200.0,14137.4483767898,2
-1500.0,1300.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,1300.0,14137.4483767898,2
-1500.0,1400.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,1400.0,14137.4483767898,2
-1500.0,1500.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,1500.0,14137.4483767898,2
-1500.0,1600.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-600.0,1600.0,14137.4483767898,2
-1400.0,-1600.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-500.0,-1600.0,14137.4483767898,2
-1400.0,-1500.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-500.0,-1500.0,14137.4483767898,2
-1400.0,-1400.0,629415.944805451,629415.944805451,0.0,0.999999999999999,0.0,0.0,447.603974237591,0.0,12.0,-500.0,-1400.0,14137.4483767898,2
