x,y,J,P_finish,P_onsite,P_H,P_N,P_normal,P_finish_N,P_finish_normal,probability_residual,mec_gap,angle_calls,root_count,depth_capped,distance_K1,x_global,y_global,level,scan
-1475.0,25.0,747.611425591591,5.73812419921814e-06,0.0,0.0,0.999994616639544,5.73812419921814e-06,0.0,5.73812419921814e-06,3.54763743048991e-07,1.55111576916056e-08,162.0,0.0,0.0,1480.20890093323,-1475.0,25.0,3,12
-1475.0,75.0,747.61198445378,4.57599557310825e-06,0.0,0.0,0.99999538472303,4.57599557310825e-06,0.0,4.57599557310825e-06,-3.92813969130046e-08,1.84685602366841e-08,162.0,0.0,0.0,1481.89394499024,-1475.0,75.0,3,12
-1475.0,125.0,747.613109692118,2.7310973719694e-06,0.0,0.0,0.999996918299259,2.7310973719694e-06,0.0,2.7310973719694e-06,-3.50603368892699e-07,1.3539333404422e-08,162.0,0.0,0.0,1485.26123560655,-1475.0,125.0,3,12
-1475.0,175.0,747.61480932668,9.8562848507123e-07,0.0,0.0,0.999999212230195,9.8562848507123e-07,0.0,9.8562848507123e-07,1.97858680328622e-07,7.55457835177609e-09,162.0,0.0,0.0,1490.2993698557,-1475.0,175.0,3,12
-1475.0,225.0,747.61532129989,6.88775360203422e-08,0.0,0.0,0.999999903325656,6.88775360203422e-08,0.0,6.88775360203422e-08,-2.77968084105851e-08,2.24518697383713e-09,162.0,0.0,0.0,1496.99147812841,-1475.0,225.0,3,12
-1475.0,275.0,747.615393469892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.44089209850063e-16,1.13686837721616e-13,18.0,0.0,0.0,1505.3155016095,-1475.0,275.0,3,12
-1475.0,325.0,747.615393469892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.44089209850063e-16,1.13686837721616e-13,18.0,0.0,0.0,1515.24454566998,-1475.0,325.0,3,12
-1475.0,375.0,747.615393469892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.44089209850063e-16,1.13686837721616e-13,18.0,0.0,0.0,1526.74729637207,-1475.0,375.0,3,12
-1475.0,425.0,747.615393469892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.44089209850063e-16,1.13686837721616e-13,18.0,0.0,0.0,1539.78848572659,-1475.0,425.0,3,12
-1475.0,475.0,747.615393469892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.44089209850063e-16,1.13686837721616e-13,18.0,0.0,0.0,1554.32939062896,-1475.0,475.0,3,12
-1475.0,525.0,747.615393469892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.44089209850063e-16,1.13686837721616e-13,18.0,0.0,0.0,1570.32835049545,-1475.0,525.0,3,12
-1475.0,575.0,747.615393469892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.44089209850063e-16,1.13686837721616e-13,18.0,0.0,0.0,1587.7412894318,-1475.0,575.0,3,12
-1475.0,625.0,747.615393469892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.44089209850063e-16,1.13686837721616e-13,18.0,0.0,0.0,1606.52223014913,-1475.0,625.0,3,12
-1475.0,675.0,747.615393469892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.44089209850063e-16,1.13686837721616e-13,18.0,0.0,0.0,1626.6237886371,-1475.0,675.0,3,12
-1475.0,725.0,747.615393469892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.44089209850063e-16,1.13686837721616e-13,18.0,0.0,0.0,1647.99764064057,-1475.0,725.0,3,12
-1475.0,775.0,747.615393469892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.44089209850063e-16,1.13686837721616e-13,18.0,0.0,0.0,1670.59495310912,-1475.0,775.0,3,12
-1475.0,825.0,747.615393469892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.44089209850063e-16,1.13686837721616e-13,18.0,0.0,0.0,1694.36677586361,-1475.0,825.0,3,12
