time_s,mean_T,mean_C,steps,iterations,cumulative_heat_per_2piL,cumulative_water_per_rhod_2piL,heat_balance_per_2piL,water_balance_per_rhod_2piL
0,27.999999999999922,2.5499999999999954,0,0,0,0,0,0
1,28.00000326241145,2.549799183398747,1025,3075,0.0021740432895156611,4.0163320248354265e-08,9.4057515067827133e-11,-1.6235519784627229e-21
2,28.000012989950875,2.5495996940252672,2049,6147,0.0086534468969401684,8.0061194945681614e-08,2.5457551750193095e-10,6.0203410209611238e-20
3,28.000029124652485,2.549401062739256,2305,6915,0.019396747136383195,1.1978745214701317e-07,1.2499672590332659e-10,1.6500204979064553e-19
4,28.000051623568371,2.5492031222139944,2561,7683,0.03437323990768993,1.5937555719917974e-07,-6.8636840438504437e-12,2.8098125027185868e-19
5,28.000080450843896,2.5490057757568074,2817,8451,0.053557303513361833,1.9884484863657566e-07,-4.7666827487073735e-11,3.3302660138368848e-19
6,28.000115575067564,2.5488089581337863,3073,9219,0.076926499508208179,2.3820837324163083e-07,-5.3213581664458711e-11,3.7246011064168127e-19
7,28.000156967957231,2.5486126214592311,3329,9987,0.10446063174769965,2.7747570815228526e-07,-3.6254469848373815e-10,3.6538805244647674e-19
8,28.00020460359292,2.5484167286339607,3585,10755,0.13614119571794636,3.1665427320633385e-07,-6.0942891318863541e-10,3.4599619885245469e-19
9,28.000258457918889,2.5482212498119083,3649,10947,0.17195102231205978,3.5575003761671317e-07,-4.5206749556387949e-10,3.5529298515451473e-19
10,28.000318508400198,2.5480261603049206,3713,11139,0.21187403271798877,3.9476793901512935e-07,-3.9942877253937048e-10,3.6563977384663428e-19
11,28.000384733774183,2.5478314392466972,3777,11331,0.2558950588910745,4.3371215065890052e-07,-4.1985516445408345e-10,3.7691900188425423e-19
12,28.0004571138623,2.5476370686978753,3841,11523,0.30399970938619447,4.7258626042387504e-07,-4.7285948413744195e-10,2.0922736463836972e-19
13,28.000535629424537,2.5474430330193671,3905,11715,0.35617426502637078,5.1139339612472789e-07,-4.6051625819522763e-10,7.6342453592950934e-20
14,28.000620262044134,2.547249318419019,3969,11907,0.41240559603576715,5.5013631619476131e-07,-3.0428570778024295e-10,7.8807762011088664e-20
15,28.000710994032765,2.5470559126142542,4033,12099,0.47268109491312937,5.8881747714751117e-07,-1.3939225428808317e-10,-1.1249872819397118e-20
16,28.000807808354473,2.5468628045752411,4097,12291,0.53698862115228674,6.2743908494929706e-07,-3.4015863623543479e-11,-4.8852572887868634e-20
17,28.00091068856127,2.5466699843253591,4161,12483,0.60531645507189591,6.6600313492520646e-07,1.1265940726375411e-10,-3.2009728050217023e-20
18,28.001019618737676,2.54647744278352,4225,12675,0.6776532587807198,7.0451144329410169e-07,1.6340162606723585e-10,-9.8784193191289889e-20
19,28.001134583455062,2.5462851716376669,4289,12867,0.75398804282358334,7.4296567246399439e-07,5.7497017416851865e-11,-9.1915181987072978e-20
20,28.001255567731306,2.5460931632420367,4353,13059,0.83431013741342752,7.8136735159103904e-07,-1.2364380237487894e-10,-1.916403868291957e-19
21,28.001382556996276,2.5459014105325655,4417,13251,0.91860916741197074,8.1971789348501992e-07,-4.8428629743008327e-11,-2.2787803209180158e-19
22,28.001515537059255,2.5457099069567048,4481,13443,1.00687503040898,8.580186086561089e-07,-6.2812708306670078e-11,-3.4021319178198894e-19
23,28.001654494084793,2.5455186464145121,4545,13635,1.09909787738806,8.9627071709602132e-07,-1.7200758518853577e-10,-4.2027259115096971e-19
24,28.001799414566456,2.5453276232087729,4609,13827,1.1952680955703954,9.3447535824285428e-07,-2.8598604315373e-10,-3.2657112232461127e-19
25,28.001950285307149,2.5451368320026195,4673,14019,1.2953762931080974,9.7263359947455871e-07,-4.2515705532486259e-10,-4.009140832753912e-19
26,28.00210709339877,2.5449462677829935,4737,14211,1.3994132853594166,1.0107464433991477e-06,-5.1708185642928862e-10,-4.5437280171073856e-19
27,28.002269826205154,2.5447559258292234,4801,14403,1.507370082525888,1.0488148341523389e-06,-7.4445888682772321e-10,-5.6831475974081017e-19
28,28.002438471347258,2.5445658016856378,4865,14595,1.6192378784696433,1.0868396628699105e-06,-8.6225736808366338e-10,-6.3144146177810076e-19
29,28.002613016688176,2.5443758911376433,4929,14787,1.735008040558186,1.1248217724688423e-06,-8.9622764823153478e-10,-7.5453679367153103e-19
30,28.002793450319903,2.5441861901907603,4993,14979,1.8546721004097115,1.1627619618455884e-06,-9.7779894308917559e-10,-7.9183705582853785e-19
31,28.002979760553014,2.5439966950520865,5057,15171,1.9782217454322368,1.2006609895798011e-06,-9.6267099102972676e-10,-8.3055117644755093e-19
32,28.003171935903723,2.5438074021138997,5121,15363,2.1056488110615494,1.2385195772159604e-06,-1.1684897415273318e-09,-9.8662971488107377e-19
33,28.003369965082467,2.543618307938095,5137,15427,2.2369452712438687,1.2763384123784365e-06,-1.2163511508075905e-09,-8.560671134053976e-19
34,28.003573836994551,2.5434294092461149,5153,15491,2.3721032390688337,1.3141181507747241e-06,-1.095034381677071e-09,-7.8681844765460206e-19
35,28.003783540720246,2.5432407029042143,5169,15555,2.5111149533725059,1.3518594191546153e-06,-9.6046738524230036e-10,-6.2553601258993156e-19
36,28.003999065511373,2.5430521859140049,5185,15619,2.6539727755644371,1.3895628171963894e-06,-6.8340002486816121e-10,-4.0248800118592647e-19
37,28.004220400783129,2.5428638554029779,5201,15683,2.8006691843835059,1.4272289194018418e-06,-5.9901888910890178e-10,-3.0416559126511711e-19
38,28.004447536108437,2.5426757086159264,5217,15747,2.9511967710176013,1.4648582768106652e-06,-5.6004421319172127e-10,-2.1548168048105743e-20
39,28.004680461211066,2.5424877429072121,5233,15811,3.1055482345510237,1.5024514185557321e-06,-4.6348278420010625e-10,1.6146264734710769e-19
40,28.0049191659594,2.5422999557335992,5249,15875,3.2637163777088043,1.540008853277775e-06,-2.3970129606837054e-10,4.0991130741108487e-19
41,28.005163640360653,2.5421123446479164,5265,15939,3.4256941028750045,1.5775310704153964e-06,-1.7302716457473244e-10,5.8437238399495022e-19
42,28.005413874556833,2.5419249072930743,5281,16003,3.5914744083569436,1.6150185413841877e-06,-1.3733631349652447e-11,7.4465310333781901e-19
43,28.005669858818564,2.541737641396705,5297,16067,3.7610503848763193,1.6524717206569181e-06,1.0308773546658078e-10,9.4026063869129623e-19
44,28.005931583541162,2.5415505447662126,5313,16131,3.9344152122689113,1.6898910467552208e-06,1.2431930405315794e-10,1.1834637329007684e-18
45,28.006199039240194,2.5413636152841761,5329,16182,4.1115621563752125,1.7272769431618763e-06,1.4180569312599844e-10,1.4420333613496381e-18
46,28.006472216547643,2.5411768509041917,5345,16230,4.2924845661065802,1.7646298191616965e-06,2.7018784699212294e-10,1.6355985877707219e-18
47,28.006751106206856,2.5409902496469057,5361,16278,4.4771758706737614,1.8019500706180281e-06,4.498224285073874e-10,1.7295348724934689e-18
48,28.007035699070833,2.5408038095965417,5377,16326,4.6656295769663876,1.8392380806910814e-06,5.7910329229943469e-10,1.8378554144782067e-18
49,28.007325986096603,2.5406175288974775,5393,16374,4.8578392670702755,1.8764942205035689e-06,6.0964213805720068e-10,2.0461150908909887e-18
50,28.007621958343993,2.540431405751209,5409,16422,5.0537985959133334,1.913718849758521e-06,7.2907190621557516e-10,2.1976099113576255e-18
51,28.007923606970699,2.5402454384134372,5425,16470,5.2535012890327808,1.9509123173136092e-06,7.9936854451762273e-10,2.3798113305234558e-18
52,28.008230923230752,2.5400596251914274,5441,16518,5.4569411404521802,1.9880749617158332e-06,8.7322035113218932e-10,2.5919988740749459e-18
53,28.008543898470744,2.5398739644415027,5457,16566,5.6641120106627572,2.0252071117000225e-06,8.7596583552757267e-10,2.8265521406189511e-18
54,28.00886252412765,2.539688454566742,5473,16614,5.8750078247007735,2.0623090866542371e-06,7.4029743366760525e-10,3.1764950346625722e-18
55,28.009186791726588,2.5395030940147283,5489,16662,6.0896225703165587,2.0993811970548488e-06,8.3383128273634399e-10,3.3175442183538894e-18
56,28.009516692876939,2.5393178812756321,5505,16710,6.3079502962266432,2.1364237448737883e-06,9.3134555890412007e-10,3.5342299700764428e-18
57,28.009852219271799,2.5391328148802024,5521,16758,6.5299851104461411,2.1734370239602071e-06,1.1373734186073706e-09,3.6650200462205711e-18
58,28.010193362684543,2.5389478933980136,5537,16806,6.7557211786955094,2.2104213203985971e-06,1.3490115093403613e-09,3.8638151220645214e-18
59,28.010540114966886,2.538763115435783,5553,16854,6.9851527228766326,2.2473769128451728e-06,1.3958825736618022e-09,4.1568632928058264e-18
60,28.010892468047306,2.5385784796357846,5569,16902,7.2182740196129611,2.2843040728442219e-06,1.2752742309044022e-09,4.4103854651568976e-18
61,28.011251280935376,2.5383939847533523,5585,16950,7.455639209529509,2.3212030493320452e-06,1.1108327617823125e-09,4.6612461838870794e-18
62,28.011617383471787,2.5382096295736241,5601,16998,7.6977912910343322,2.3580740852776534e-06,1.0779952165992949e-09,4.9049881862656299e-18
63,28.011990743439878,2.5380254128332758,5617,17046,7.9447138703541391,2.3949174333477877e-06,1.1043109075450944e-09,4.9766071380616961e-18
64,28.012371337058422,2.537841333299367,5633,17094,8.1963934426561753,2.4317333401271496e-06,1.2283171676666397e-09,5.1947065414511027e-18
65,28.012759144134744,2.5376573897681021,5649,17142,8.452817887434616,2.4685220463821231e-06,1.2308677246544745e-09,5.4099393504277068e-18
66,28.013154146580934,2.5374735810635412,5665,17190,8.7139759661051297,2.5052837872945186e-06,1.3113316379645438e-09,5.5586800730448483e-18
67,28.013556327723705,2.537289906036623,5681,17238,8.9798570730149549,2.5420187926787054e-06,1.4462297757636436e-09,5.6947661730608473e-18
68,28.013965671923142,2.5371063635640918,5697,17286,9.2504510895465444,2.5787272871855917e-06,1.4255505743568401e-09,5.8643605325107569e-18
69,28.014382164337395,2.5369229525475454,5713,17334,9.5257482896177219,2.6154094904951677e-06,1.4137481333878513e-09,6.1415284898522689e-18
70,28.014805790764708,2.5367396719125206,5729,17382,9.8057392741657949,2.6520656174987191e-06,1.6131590517212716e-09,6.3589276848531494e-18
71,28.015236537533095,2.5365565206076588,5745,17430,10.090414923418555,2.68869587847156e-06,1.8486111227558636e-09,6.4734202349784516e-18
72,28.015674391420383,2.5363734976038379,5761,17478,10.379766360782451,2.7253004792370127e-06,2.0504449120209457e-09,6.6711949835368178e-18
73,28.016119339592553,2.5361906018934115,5777,17526,10.673784924686856,2.7618796213222192e-06,2.191583148535572e-09,6.8108036321913738e-18
74,28.016571369556424,2.5360078324894912,5793,17574,10.972462146090026,2.79843350210635e-06,2.383028705859327e-09,6.9129658145156544e-18
75,28.017030469120762,2.5358251884252128,5809,17622,11.275789730141001,2.8349623149616948e-06,2.4667303556372168e-09,7.1239353346151601e-18
76,28.017496626367343,2.5356426687530895,5825,17670,11.583759540972281,2.8714662493880777e-06,2.621978503307978e-09,7.3165488897415017e-18
77,28.017969829623389,2.5354602725443205,5841,17718,11.896363588902986,2.9079454911410103e-06,2.6603488657508968e-09,7.361700957068015e-18
78,28.018450067441741,2.5352779988882532,5857,17766,12.213594019533231,2.9444002223539673e-06,2.6250390447116213e-09,7.5840959093784094e-18
79,28.018937328582794,2.5350958468917462,5873,17814,12.535443104348667,2.980830621655113e-06,2.5588130408640854e-09,7.7692085907101201e-18
80,28.019431601998466,2.5349138156786366,5889,17862,12.861903232544833,3.0172368642788204e-06,2.7053911585631109e-09,7.8816972958015126e-18
81,28.019932876818739,2.5347319043891652,5905,17910,13.19296690385125,3.0536191221722691e-06,2.6961510325376771e-09,8.032913356401719e-18
82,28.020441142340609,2.534550112179546,5921,17958,13.528626722186962,3.0899775640974028e-06,2.6494019279502147e-09,8.0318338857023373e-18
83,28.020956388017893,2.5343684382213842,5937,18006,13.868875390010009,3.1263123557285111e-06,2.6264575454451623e-09,8.005107680110749e-18
84,28.021478603451261,2.5341868817013027,5953,18054,14.213705703251867,3.1626236597456604e-06,2.5024412863775015e-09,8.2433890496755307e-18
85,28.022007778381564,2.5340054418204088,5969,18102,14.563110546755437,3.1989116359242154e-06,2.4333621169095344e-09,8.3668242494031437e-18
86,28.022543902680976,2.5338241177939391,5985,18150,14.917082890139172,3.2351764412206486e-06,2.3874388343717047e-09,8.6332835265345442e-18
87,28.023086966347549,2.5336429088507599,6001,18198,15.2756157840344,3.2714182298548418e-06,2.3337748444532426e-09,8.8611635134867778e-18
88,28.023636959499004,2.5334618142330907,6017,18246,15.638702356645735,3.3076371533890519e-06,2.3285117662855149e-09,9.1282671643153571e-18
89,28.024193872367235,2.5332808331960166,6033,18294,16.006335810594752,3.3438333608037292e-06,2.3605741329360576e-09,9.2413419268707435e-18
90,28.02475769529293,2.5330999650071875,6049,18342,16.378509420011341,3.3800069985703293e-06,2.3604531394430551e-09,9.5536861533513793e-18
91,28.025328418722292,2.532919208946439,6065,18390,16.755216527846446,3.4161582107212852e-06,2.2674647550893791e-09,9.7965331463071473e-18
92,28.025906033201508,2.5327385643054496,6081,18438,17.136450543380299,3.452287138917275e-06,2.0636003262788939e-09,1.0026096859396233e-17
93,28.0264905293742,2.5325580303874835,6097,18486,17.522204939906107,3.4883939225119197e-06,1.9693337248097321e-09,1.0248281707831039e-17
94,28.027081897976746,2.5323776065069712,6113,18534,17.912473252567789,3.5244786986140306e-06,1.8091782213672271e-09,1.0323583267714191e-17
95,28.027680129835666,2.5321972919893105,6129,18582,18.307249076343002,3.5605416021475307e-06,1.799723648825693e-09,1.0438782230082613e-17
96,28.028285215864312,2.5320170861704945,6145,18630,18.706526064149983,3.5965827659091637e-06,1.9369518429115963e-09,1.054660977242227e-17
97,28.028897147059226,2.5318369883969116,6161,18678,19.11029792507102,3.6326023206240838e-06,2.0304487232883385e-09,1.0691880885960057e-17
98,28.029515914499076,2.5316569980250447,6177,18726,19.518558422680641,3.6686003949994348e-06,2.2090237530517111e-09,1.0771139677893663e-17
99,28.030141509340368,2.5314771144211625,6193,18774,19.931301373470539,3.7045771157760073e-06,2.2813851026029531e-09,1.0970529910188346e-17
100,28.030773922816625,2.5312973369611522,6209,18822,20.348520645359422,3.7405326077780614e-06,2.2774547465623264e-09,1.1309636324617216e-17
101,28.031413146235415,2.5311176650302443,6225,18870,20.770210156285863,3.7764669939614008e-06,2.2795576234627159e-09,1.1365337839885924e-17
102,28.032059170975696,2.5309380980227472,6241,18918,21.196363872872411,3.8123803954597731e-06,2.1850786120428146e-09,1.1629823050485467e-17
