theta,pdf,radius_upper,radius_lower,center_x,center_y
4.04098594545139,0.00519206580355519,1.91220888579339,1.91220888579339,701.18688138003,10.741871242401
4.04690887447289,0.0468083543045673,5.74225547991522,5.74225547991522,703.468922912344,7.76143212609341
4.05283180349438,0.130255347274268,9.580459274548,9.580459274548,705.739939138072,4.74649439519093
4.05875473251588,0.255776178738758,13.4275917988697,13.4275917988697,708.00072981143,1.69668976158004
4.06311805564586,0.374111270171863,15.679787352641,15.679787352641,709.654810562713,0.167801385441205
4.06592177288434,0.453476755862284,16.3592906145464,16.3592906145464,710.705994462367,0.186149868661154
4.06872549012282,0.532755232145879,17.073423275643,17.073423275643,711.752739529525,0.204420871771699
4.07152920736129,0.611947038589509,17.8172718404806,17.8172718404806,712.795090173641,0.222615169942705
4.07589253049128,0.729826740675804,19.0241188748637,19.0241188748637,714.408624913934,0.250779523598466
4.08181545951277,0.854940435534168,20.737636647105,20.737636647105,716.582326095266,0.288721618853157
4.08773838853427,0.937844495363706,22.5150284339835,22.5150284339835,718.737311118393,0.326337022351169
4.09366131755576,0.978299719930415,24.3376712278301,24.33767122783,720.873969942187,0.363632540849936
4.25712960846855,0.933121003994899,22.9603816496263,22.9603816496263,829.938497021104,0.310933782645956
4.57814326127263,0.917206817312875,20.8090260059724,20.8090260059724,1005.58470228991,0.195093975252915
4.89915691407672,0.730559792550008,24.0645343179422,24.0645343179422,1166.92820058767,-0.223679347770981
5.2201705668808,0.483542669627414,33.9536292875311,33.9536292875311,1349.50691866067,-0.426838437386566
5.38504071641282,0.136875393187929,41.5040317793844,41.5040317793844,1467.10979834986,-0.570112868904301
5.3937673626728,0.108638621925737,39.0400095258444,39.0400095258443,1470.35344932864,-0.513494730465185
5.40249400893277,0.0812908592504015,36.6673981792439,36.6673981792439,1473.64010728245,-0.45612590248461
5.41122065519274,0.0564461986108694,34.416550137943,34.416550137943,1476.97114397068,-0.397982440813204
5.41775478767929,0.0404728248242323,31.9647159281909,31.9647159281908,1479.51405146381,0.775679845621577
5.42209640639243,0.0313947024513539,29.1976457556867,29.1976457556867,1481.23813855737,3.05319673289338
5.42643802510557,0.023573953238814,26.4308343357271,26.4308343357271,1482.96713088861,5.31601468919833
5.4307796438187,0.0170232530932772,23.6640408637198,23.6640408637198,1484.70135143193,7.56420480556324
5.43731377630526,0.00956021227071747,19.5004914443112,19.5004914443112,1487.47051764014,11.0473853764589
5.44604042256523,0.00350548277502012,13.9356425791321,13.9356425791321,1490.91814379912,15.4166646001845
5.4547670688252,0.000762055595228937,8.36658729056456,8.36658729056456,1494.41847587659,19.7486440180379
5.46349371508517,2.8413859389138e-05,2.79099540341346,2.7909954034134,1497.97321743043,24.0442054200112
