time_s,j_water_kg_m2_s,T_surface_C,latent_W_m2,convective_W_m2,mean_T_C,mean_T0_C,cum_conv_J,cum_latent_J,energy_balance_J,max_linear_backward_error,max_scaled_residual
0,0.00046758386478873242,28,1138.3516221827606,0,28.000000000000014,28.000000000000014,0,0,0,0,0
1,0.0004616190210350645,26.571510440846058,1125.3927920166034,35.932238978848474,27.9481388919578,28.000005072225481,0.75478564113087221,35.490710332301369,1.066969149564061e-09,1.818920246861517e-16,1.4472975482920964e-14
2,0.00045917233729300319,25.999958091379014,1120.0499445186492,50.441047715524689,27.897531664682148,28.000020144985136,2.1251882108333766,70.757203861795702,2.066013084690775e-09,1.8335347086973737e-16,1.4472975482920964e-14
3,0.00045730453877853363,25.569725570882156,1115.9601518366751,61.416860727946073,27.847728189822512,28.000045080256463,3.8884157828979471,105.87817902869493,2.6446922261985303e-09,1.8335347086973737e-16,1.4472975482920964e-14
4,0.00045573628326419025,25.212540800247897,1112.5189317782076,70.566479993802574,27.798568316545332,28.000079776166757,5.9652991069263983,140.88173361837099,3.5368247137936979e-09,1.8424901355767311e-16,1.4472975482920964e-14
5,0.00045435943995126638,24.901989555166985,1109.4922673278618,78.550261120825297,27.749959581051328,28.000124148328538,8.3101447000913513,175.78410524999813,4.8114712531713101e-09,1.8508125345759405e-16,1.4472975482920964e-14
6,0.00045311854941625795,24.624533506765456,1106.7601162558685,85.706662330863637,27.701839637807794,28.000178123153621,10.892152049215285,210.59625167216015,6.4132355504920069e-09,1.8583349088949512e-16,1.4472975482920964e-14
7,0.00045198066620917164,24.37213417133859,1104.2511598704261,92.236645716535207,27.654162745409398,28.000241634656327,13.688729560324752,245.32621831436859,7.8148492783881603e-09,1.8652538247283547e-16,1.4472975482920964e-14
8,0.00045092432499478077,24.139556210569854,1101.9189263563255,98.271094735753636,27.606893483769881,28.000314622582103,16.682387663285173,279.98023953936377,8.9501565598667842e-09,1.8717357962726439e-16,1.4472975482920964e-14
9,0.00044993465706527429,23.92316567198581,1099.7312324727231,103.90085820035475,27.560003402415344,28.0003970320573,19.859082255292975,314.56332701710676,9.3151323090652479e-09,1.8717357962726439e-16,1.4472975482920964e-14
10,0.00044900075474804338,23.720315224578997,1097.6644460796686,109.1921193855251,27.513468915558498,28.000488810171959,23.207173743652053,349.07963862243906,9.6628754087682868e-09,1.8717357962726439e-16,1.4472975482920964e-14
11,0.00044811442757339797,23.52900834140609,1095.7008311111699,114.1947914648477,27.467270131914244,28.000589907965811,26.716846653260067,383.5326818154727,9.9989123457375384e-09,1.8717357962726439e-16,1.4472975482920964e-14
12,0.00044726931198906135,23.347694384661562,1093.8266062800622,118.94764038346102,27.42138995808547,28.000700279103743,30.379668102991911,417.92547265972036,1.0321449941380643e-08,1.8717357962726439e-16,1.4472975482920964e-14
13,0.00044646034723165454,23.175140584665723,1092.0308106808486,123.48148538335693,27.375813499276759,28.000819879522577,34.188291538676346,452.26064094957729,1.0640003784909381e-08,1.8717357962726439e-16,1.4472975482920964e-14
14,0.00044568342999328473,23.01034771416975,1090.3045563240291,127.82130714575617,27.330527625683718,28.000948667149768,38.13624239154899,486.54050629586578,1.0917276152897897e-08,1.8717357962726439e-16,1.4472975482920964e-14
15,0.00044493517855239426,22.852492509273905,1088.6405175727778,131.98768726815234,27.28552064992904,28.001086601675993,42.217758643492665,520.76713474026042,1.1179401803408263e-08,1.8717357962726439e-16,1.4472975482920964e-14
16,0.00044421276673202345,22.700887146812875,1087.0325717085029,135.9978213296782,27.240782081447215,28.001233644367527,46.427669435656881,554.9423818741808,1.1426250896448293e-08,1.8717357962726439e-16,1.4472975482920964e-14
17,0.00044351380396956386,22.55494998209593,1085.475539301663,139.86625044760171,27.19630243570689,28.001389757910182,50.761300787144322,589.06792633777366,1.1664558914822233e-08,1.8717357962726439e-16,1.4472975482920964e-14
18,0.00044283624675110555,22.414183943949844,1083.9649924724454,143.60540140125383,27.152073083465606,28.00155490627667,55.214401102617018,623.1452962949013,1.1890497894242094e-08,1.8723418895911337e-16,1.4472975482920964e-14
19,0.00044217833193250665,22.27816027201154,1082.4971105281866,147.22599319971152,27.108086129862148,28.001729054613843,59.783081428591338,657.17589067188146,1.2113170943958761e-08,1.8763196817439141e-16,1.4472975482920964e-14
20,0.00044153852567889153,22.146506065506145,1081.0685694104077,150.73734836234644,27.064334316156671,28.001912169145221,64.463766903866912,691.16099642105416,1.2323682538757374e-08,1.8801083189695809e-16,1.4472975482920964e-14
21,0.00044091548377138504,22.018894605567549,1079.6764557497709,154.14763486081125,27.020810938940382,28.00210421708621,69.253156843782392,725.10180271764068,1.2538170324080448e-08,1.8839076292984982e-16,1.4472975482920964e-14
22,0.00044030802033320359,21.895037731507784,1078.3181991480349,157.46405671230531,26.977509783012191,28.002305166570075,74.148191579323964,758.99941275687991,1.2744032184161525e-08,1.8875962986493136e-16,1.5439631339230916e-14
23,0.00043971508289028749,21.774679762185627,1076.9915181741228,160.69300594535935,26.93442506508784,28.002514986582138,79.146024649000182,792.85485364912006,1.294194356789687e-08,1.891182134305104e-16,1.5439631339230916e-14
