x,y,worst_lower,worst_upper,normal_lower,no_signal_upper,worst_theta,safe_margin,calls,interval_splits,angle_bound_complete
-1450,0,747.615393269892,1500,22.50880123872965,747.6153936698922,0,-1450,383,0,0
-1450,50,747.615393269892,1500,22.10285579955157,747.6153936698922,6.26622793486361,-1450.776113111368,159,0,0
-1450,100,747.615393269892,1500,20.86387141287382,747.6153936698922,6.231958259734226,-1452.661574135533,191,0,0
-1450,150,747.615393269892,1500,18.78277867568448,747.6153936698922,6.197849336025302,-1455.563894074988,191,0,0
-1450,200,747.615393269892,1500,15.85100776490272,747.6153936698922,6.163978663816684,-1459.479473085402,191,0,0
-1450,250,747.615393269892,1500,12.05692061696595,747.6153936698922,6.130420487481864,-1464.403481407251,159,0,0
-1450,300,747.615393269892,1500,7.385655083776893,747.6153936698922,6.097244884575498,-1470.329888864219,159,0,0
-1450,350,747.615393269892,1500,1.819951884555937,747.6153936698922,6.064516989308447,-1477.251501252877,159,0,0
-1400,0,747.615393269892,1500,47.51594824305025,747.6153936698922,0,-1400,383,0,0
-1400,50,747.615393269892,1500,47.12075930699565,747.6153936698922,6.265004373978631,-1400.795448821416,159,0,0
-1400,100,747.615393269892,1500,45.89640760065323,747.6153936698922,6.229522210045383,-1402.720130961022,159,0,0
-1400,150,747.615393269892,1500,43.83006262823628,747.6153936698922,6.194218441054916,-1405.682703177848,191,0,0
-1400,200,747.615393269892,1500,40.91320012353468,747.6153936698922,6.159178851337681,-1409.679337383464,191,0,0
-1400,250,747.615393269892,1500,37.1342175924404,747.6153936698922,6.124485363796565,-1414.704899083227,191,0,0
-1400,300,747.615393269892,1500,32.47822837028388,747.6153936698922,6.090214973658948,-1420.752980025072,191,0,0
-1400,350,747.615393269892,1500,26.9267890205801,747.6153936698922,6.056438851783641,-1427.815938440143,191,0,0
-1400,400,747.615393269892,1500,20.45755017457738,747.6153936698922,6.023221638479231,-1435.884946295231,191,0,0
-1400,450,747.615393269892,1500,13.04382895568417,747.6153936698922,5.990620937819832,-1444.950042890744,191,0,0
-1400,500,747.615393269892,1500,4.654328926559614,747.6153936698922,5.958687011934196,-1455.000194068257,191,0,0
-1350,0,747.615393269892,1500,72.5229026780688,747.6153936698922,0,-1350,383,0,0
-1350,50,747.615393269892,1500,72.13847146774626,747.6153936698922,6.263690632284445,-1350.815606883276,191,0,0
-1350,100,747.615393269892,1500,70.9287575563601,747.6153936698922,6.226907319822901,-1352.78117516477,191,0,0
-1350,150,747.615393269892,1500,68.8771717471666,747.6153936698922,6.190322719358019,-1355.80654953955,191,0,0
-1350,200,747.615393269892,1500,65.97524164769236,747.6153936698922,6.15403211064048,-1359.887653999057,191,0,0
-1350,250,747.615393269892,1500,62.2114193239327,747.6153936698922,6.118126166632368,-1365.019023209094,159,0,0
-1350,300,747.615393269892,1500,57.57087602180015,747.6153936698922,6.082689700432793,-1371.193838720198,191,0,0
-1350,350,747.615393269892,1500,52.03522962798262,747.6153936698922,6.047800627380898,-1378.403973556291,191,0,0
-1350,400,747.615393269892,1500,45.58219277131106,747.6153936698922,6.013529166994798,-1386.640044512805,191,0,0
-1350,450,747.615393269892,1500,38.18512521573091,747.6153936698922,5.979937294799707,-1395.891471397611,191,0,0
-1350,500,747.615393269892,1500,29.81246905190317,747.6153936698922,5.947078440366859,-1406.14654237009,191,0,0
-1350,550,747.615393269892,1500,20.42704165044411,747.6153936698922,5.914997416083673,-1417.392484476459,191,0,0
-1350,600,747.615393269892,1500,9.985201751251626,747.6153936698922,5.883730552004084,-1429.615538443685,159,0,0
-1300,0,747.615393269892,1500,97.52961732686066,747.6153936698922,0,-1300,383,0,0
-1300,50,747.615393269892,1500,97.15594331491003,747.6153936698922,6.262276363422079,-1300.836640887472,191,0,0
-1300,100,747.615393269892,1500,95.96086635474538,747.6153936698922,6.224093184519443,-1302.844868568891,191,0,0
-1300,150,747.615393269892,1500,93.92403870414164,747.6153936698922,6.186132233154535,-1305.935760019737,191,0,0
-1300,200,747.615393269892,1500,91.03704011156849,747.6153936698922,6.148499722541271,-1310.104969472498,191,0,0
-1300,250,747.615393269892,1500,87.28837776606971,747.6153936698922,6.11129633529715,-1315.346671802143,191,0,0
-1300,300,747.615393269892,1500,82.66328206244155,747.6153936698922,6.074615744411629,-1321.653602773029,191,0,0
-1300,350,747.615393269892,1500,77.14343523429994,747.6153936698922,6.038543409415162,-1329.017108548736,159,0,0
-1300,400,747.615393269892,1500,70.70662074489981,747.6153936698922,6.003155676538706,-1337.427203691367,159,0,0
-1300,450,747.615393269892,1500,63.32627692522836,747.6153936698922,5.968519192064748,-1346.872636765824,191,0,0
-1300,500,747.615393269892,1500,54.97093250336519,747.6153936698922,5.934690620044735,-1357.340962577094,191,0,0
-1300,550,747.615393269892,1500,45.60349378594393,747.6153936698922,5.901716640518248,-1368.818620006105,191,0,0
-1300,600,747.615393269892,1500,35.18034274551017,747.6153936698922,5.869634193184067,-1381.291014372531,191,0,0
-1300,650,747.615393269892,1500,23.65019370118287,747.6153936698922,5.838470924441369,-1394.7426032405,191,0,0
-1300,700,747.615393269892,1500,10.95268797657126,747.6153936698922,5.80824579264877,-1409.156984594158,191,0,0
-1250,0,747.615393269892,1500,122.5360835218037,747.6153936698922,0,-1250,383,0,0
-1250,50,747.615393269892,1500,122.1731660076128,747.6153936698922,6.260749576269043,-1250.858609183328,191,0,0
-1250,100,747.615393269892,1500,120.9927245553055,747.6153936698922,6.221056179703656,-1252.911387333828,191,0,0
-1250,150,747.615393269892,1500,118.9706529142428,747.6153936698922,6.181612378038589,-1256.070690342429,191,0,0
-1250,200,747.615393269892,1500,116.0985829839307,747.6153936698922,6.142537035059425,-1260.331878389961,191,0,0
-1250,250,747.615393269892,1500,112.3650771120993,747.6153936698922,6.103942330150372,-1265.688734382907,191,0,0
-1250,300,747.615393269892,1500,107.6063428970934,747.6153936698922,6.066063551092129,-1272.133508787138,63,0,0
-1250,350,747.615393269892,1500,101.541241489721,747.6153936698922,6.028728991881262,-1279.656974721652,63,0,0
-1250,400,747.615393269892,1500,92.22038897646527,747.6153936698922,5.993447195042914,-1288.24849241528,63,0,0
-1250,450,747.615393269892,1500,82.87126970560674,747.6153936698922,5.958843863193364,-1297.896082002956,63,0,0
-1250,500,747.615393269892,1500,75.04990052958722,747.6153936698922,5.923880035605622,-1308.586503540264,63,0,0
-1250,550,747.615393269892,1500,68.39673540788807,747.6153936698922,5.888499980640014,-1320.305343046899,63,0,0
-1250,600,747.615393269892,1500,60.04201489972739,747.6153936698922,5.854730395822179,-1333.037103351706,63,0,0
-1250,650,747.615393269892,1500,48.86500017613817,747.6153936698922,5.822696375837438,-1346.765298503335,191,0,0
-1250,700,747.615393269892,1500,36.18829186440696,747.6153936698922,5.791797047572823,-1361.472550529261,159,0,0
-1250,750,747.615393269892,1500,22.27393643400729,747.6153936698922,5.761927128809742,-1377.140687369366,191,0,0
-1250,800,747.615393269892,1500,7.037283509164294,747.6153936698922,5.733086670824673,-1393.75084087518,191,0,0
-1200,0,747.615393269892,1500,147.5422984759245,747.6153936698922,0,-1200,383,0,0
-1200,50,747.615393269892,1500,147.1901367301415,747.6153936698922,6.259096294773399,-1200.881575419056,191,0,0
-1200,100,747.615393269892,1500,146.0243292159722,747.6153936698922,6.217768801381629,-1202.980923581227,159,0,0
-1200,150,747.615393269892,1500,144.0170111926188,747.6153936698922,6.176722941851509,-1206.211728349418,191,0,0
-1200,200,747.615393269892,1500,141.1598666820302,747.6153936698922,6.136092293204087,-1210.569028768442,191,0,0
-1200,250,747.615393269892,1500,136.7504982490328,747.6153936698922,6.096141151579118,-1216.046179932625,63,0,0
-1200,300,747.615393269892,1500,120.9545105499244,747.6153936698922,6.061181448371558,-1222.634903045867,63,0,0
-1200,350,747.615393269892,1500,106.3487890512411,747.6153936698922,6.02714500897197,-1230.325346867904,63,0,0
-1200,400,747.615393269892,1500,94.66271280945384,747.6153936698922,5.992845987023951,-1239.106159503199,63,0,0
-1200,450,747.615393269892,1500,85.07724079409739,747.6153936698922,5.958236813660653,-1248.964569344945,63,0,0
-1200,500,747.615393269892,1500,77.05437847048324,747.6153936698922,5.92326621323747,-1259.886473877089,63,0,0
-1200,550,747.615393269892,1500,70.22642079141417,747.6153936698922,5.887878366710553,-1271.856534963498,63,0,0
-1200,600,747.615393269892,1500,64.3338268337981,747.6153936698922,5.85201189922813,-1284.858279215602,63,0,0
-1200,650,747.615393269892,1500,59.18853730858562,747.6153936698922,5.815598635383483,-1298.87420202668,63,0,0
-1200,700,747.615393269892,1500,54.65138509499059,747.6153936698922,5.778562044556709,-1313.885873889967,63,0,0
-1200,750,747.615393269892,1500,47.53160359669157,747.6153936698922,5.743477011331986,-1329.874047675381,191,0,0
-1200,800,747.615393269892,1500,32.31852274438224,747.6153936698922,5.714502987134226,-1346.818765621877,191,0,0
-1200,850,747.615393269892,1500,15.68299543404621,747.6153936698922,5.686252888130067,-1364.699464904308,191,0,0
-1150,0,747.615393269892,1500,172.5482610214222,747.6153936698922,0,-1150,383,0,0
-1150,50,747.615393269892,1500,172.2068543152093,747.6153936698922,6.257300129777905,-1150.905609157089,159,0,0
-1150,100,747.615393269892,1500,171.0556791380479,747.6153936698922,6.214198837638324,-1153.053687242182,159,0,0
-1150,150,747.615393269892,1500,169.0631122726455,747.6153936698922,6.171416927626881,-1156.359297703164,191,0,0
-1150,200,747.615393269892,1500,165.5393035998041,747.6153936698922,6.129251887886454,-1160.817128179664,63,0,0
-1150,250,747.615393269892,1500,143.2804092947478,747.6153936698922,6.094411195033127,-1166.420065933276,63,0,0
-1150,300,747.615393269892,1500,124.0152561398035,747.6153936698922,6.060589335474487,-1173.159253879492,63,0,0
-1150,350,747.615393269892,1500,109.0674090029967,747.6153936698922,6.026548702651102,-1181.024159280635,63,0,0
-1150,400,747.615393269892,1500,97.10149520821021,747.6153936698922,5.992244684601914,-1190.002653881846,63,0,0
-1150,450,747.615393269892,1500,87.28202784204649,747.6153936698922,5.957629654123336,-1200.081104108041,63,0,0
-1150,500,747.615393269892,1500,79.0597135804319,747.6153936698922,5.922652263883315,-1211.244469817163,63,0,0
-1150,550,747.615393269892,1500,72.05880955333343,747.6153936698922,5.88725660712678,-1223.476410025686,63,0,0
-1150,600,747.615393269892,1500,66.01387391724758,747.6153936698922,5.851381201746679,-1236.75939398596,63,0,0
